Experiment,Parameter,Outcome,Memory,Runtime,Detection delay,TP,FP,FN
CDDM + NB,0.0,,8944,62.462181000228156,,0,0,1
HDDM_A_test + NB,0.0,,1264,26.83626500038372,,0,0,1
RDDM + NB,0.0,,64024,21.916468999734207,,0,1,1
CDDM + NB,0.0,,8944,48.58771599992906,,0,0,1
HDDM_A_test + NB,0.0,,1264,28.458854000746214,,0,0,1
RDDM + NB,0.0,,63976,21.77168999969581,,0,1,1
CDDM + NB,0.0,,8944,52.1172500002649,,0,0,1
HDDM_A_test + NB,0.0,,1296,27.632727000309387,,0,0,1
RDDM + NB,0.0,,64024,23.169215000052645,,0,1,1
CDDM + NB,0.0,,8944,65.00921400038351,,0,0,1
HDDM_A_test + NB,0.0,,1264,29.790062999381917,,0,0,1
RDDM + NB,0.0,,64024,22.883673000251292,,0,2,1
CDDM + NB,0.0,,8944,54.080647999398934,,0,0,1
HDDM_A_test + NB,0.0,,1264,28.190755000650825,,0,0,1
RDDM + NB,0.0,,64024,22.898815000189643,,0,1,1
CDDM + NB,0.0,,8944,52.1850799996173,,0,0,1
HDDM_A_test + NB,0.0,,1296,27.84224599963636,,0,0,1
RDDM + NB,0.0,,63992,25.85508700030914,,0,0,1
CDDM + NB,0.0,,8944,67.63546500042139,,0,0,1
HDDM_A_test + NB,0.0,,1296,26.934042999528174,,0,0,1
RDDM + NB,0.0,,63992,21.617135000269627,,0,0,1
CDDM + NB,0.0,,8944,49.76093799996306,,0,0,1
HDDM_A_test + NB,0.0,,1296,27.106475999971735,,0,0,1
RDDM + NB,0.0,,64056,22.589545999835536,,0,0,1
CDDM + NB,0.0,,8944,49.49836199921265,,0,0,1
HDDM_A_test + NB,0.0,,1296,27.67609900001844,,0,0,1
RDDM + NB,0.0,,63976,24.51849399949424,,0,1,1
CDDM + NB,0.0,,8944,52.28911900030653,,0,0,1
HDDM_A_test + NB,0.0,,1296,33.18690600008267,,0,0,1
RDDM + NB,0.0,,64024,29.42670199990971,,0,1,1
CDDM + NB,0.0,,8944,65.96881200039206,,0,0,1
HDDM_A_test + NB,0.0,,1296,27.69319799972436,,0,0,1
RDDM + NB,0.0,,64024,22.91503099968395,,0,1,1
CDDM + NB,0.0,,8944,52.09983800068585,,0,0,1
HDDM_A_test + NB,0.0,,1296,27.01125099974888,,0,0,1
RDDM + NB,0.0,,63992,21.904741000071226,,0,0,1
CDDM + NB,0.0,,8944,49.49371699967742,,0,0,1
HDDM_A_test + NB,0.0,,1296,26.748115999907895,,0,0,1
RDDM + NB,0.0,,64024,23.551773000690446,,0,2,1
CDDM + NB,0.0,,8944,56.3574059997336,,0,0,1
HDDM_A_test + NB,0.0,,1296,27.487104999636358,,0,0,1
RDDM + NB,0.0,,64056,23.25992399983079,,0,0,1
CDDM + NB,0.0,,8944,52.52631399980601,,0,0,1
HDDM_A_test + NB,0.0,,1264,28.198775999953796,,0,0,1
RDDM + NB,0.0,,64024,23.081631999957608,,0,1,1
CDDM + NB,0.0,,8944,52.02473800000007,,0,0,1
HDDM_A_test + NB,0.0,,1296,27.54366699991806,,0,0,1
RDDM + NB,0.0,,63992,23.299409999708587,,0,0,1
CDDM + NB,0.0,,8944,52.563512999768136,,0,0,1
HDDM_A_test + NB,0.0,,1296,28.06423000038194,,0,0,1
RDDM + NB,0.0,,63992,23.971646999598306,,0,0,1
CDDM + NB,0.0,,8944,56.485441000404535,,0,0,1
HDDM_A_test + NB,0.0,,1264,26.864831000239064,,0,0,1
RDDM + NB,0.0,,64024,21.258395999211643,,0,1,1
CDDM + NB,0.0,,8944,55.14608500016038,,0,0,1
HDDM_A_test + NB,0.0,,1296,29.033303000687738,,0,0,1
RDDM + NB,0.0,,64024,27.20386500004679,,0,1,1
CDDM + NB,0.0,,8944,54.01520200030063,,0,0,1
HDDM_A_test + NB,0.0,,1232,27.363125999727345,,0,0,1
RDDM + NB,0.0,,63992,22.861135999846738,,0,0,1
CDDM + NB,0.0,,8944,52.76437199972861,,0,0,1
HDDM_A_test + NB,0.0,,1296,27.437850000751496,,0,0,1
RDDM + NB,0.0,,63992,21.468012000696035,,0,0,1
CDDM + NB,0.0,,8944,49.40525500023796,,0,0,1
HDDM_A_test + NB,0.0,,1296,27.32852200006164,,0,0,1
RDDM + NB,0.0,,63992,24.55182399990008,,0,0,1
CDDM + NB,0.0,,8944,50.71726599999238,,0,0,1
HDDM_A_test + NB,0.0,,1264,29.063685999972222,,0,0,1
RDDM + NB,0.0,,63992,23.249412999575725,,0,0,1
CDDM + NB,0.0,,8944,52.63989699960803,,0,0,1
HDDM_A_test + NB,0.0,,1264,28.027239000039117,,0,0,1
RDDM + NB,0.0,,63976,23.466844999347813,,0,1,1
CDDM + NB,0.0,,8944,55.50709499948425,,0,0,1
HDDM_A_test + NB,0.0,,1296,29.360644000007596,,0,0,1
RDDM + NB,0.0,,64056,29.313390000424988,,0,0,1
CDDM + NB,0.0,,8944,49.15924899978563,,0,0,1
HDDM_A_test + NB,0.0,,1200,27.593603000241274,,0,0,1
RDDM + NB,0.0,,63992,22.117945999525546,,0,0,1
CDDM + NB,0.0,,8944,50.17319699982181,,0,0,1
HDDM_A_test + NB,0.0,,1232,27.289709999422485,,0,0,1
RDDM + NB,0.0,,63992,24.90853400013293,,0,0,1
CDDM + NB,0.0,,8944,55.47392199969181,,0,0,1
HDDM_A_test + NB,0.0,,1232,28.95114199964155,,0,0,1
RDDM + NB,0.0,,63992,21.5020599998752,,0,0,1
CDDM + NB,0.0,,8944,54.9841349993585,,0,0,1
HDDM_A_test + NB,0.0,,1232,27.46571700026834,,0,0,1
RDDM + NB,0.0,,63944,22.104343000137305,,0,0,1
CDDM + NB,0.0,,8944,53.35839899998973,,0,0,1
HDDM_A_test + NB,0.0,,1264,27.262861000053817,,0,0,1
RDDM + NB,0.0,,63992,21.585401999800524,,0,0,1
CDDM + NB,0.0,,8944,49.53616700004204,,0,0,1
HDDM_A_test + NB,0.0,,1232,27.032057000724308,,0,0,1
RDDM + NB,0.0,,63992,22.954088000005868,,0,0,1
CDDM + NB,0.0,,8944,59.5887790004781,,0,0,1
HDDM_A_test + NB,0.0,,1264,27.23718099969119,,0,0,1
RDDM + NB,0.0,,64024,21.550113000557758,,0,1,1
CDDM + NB,0.0,,8944,49.39383000055386,,0,0,1
HDDM_A_test + NB,0.0,,1296,29.62411000044085,,0,0,1
RDDM + NB,0.0,,64088,24.68758600025467,,0,2,1
CDDM + NB,0.0,,8944,54.995094000332756,,0,0,1
HDDM_A_test + NB,0.0,,1296,27.533589000086067,,0,0,1
RDDM + NB,0.0,,64024,23.39552499961428,,0,1,1
CDDM + NB,0.0,,8944,54.68964400006371,,0,0,1
HDDM_A_test + NB,0.0,,1296,27.966462000222236,,0,0,1
RDDM + NB,0.0,,63992,22.217794000425783,,0,4,1
CDDM + NB,0.0,,8944,50.065677000020514,,0,0,1
HDDM_A_test + NB,0.0,,1296,27.755737000006775,,0,0,1
RDDM + NB,0.0,,63992,24.50893900004303,,0,0,1
CDDM + NB,0.0,,8944,54.40630500015686,,0,0,1
HDDM_A_test + NB,0.0,,1296,28.850018000412092,,0,0,1
RDDM + NB,0.0,,63992,23.48489999985759,,0,0,1
CDDM + NB,0.0,,8944,60.490533000120195,,0,0,1
HDDM_A_test + NB,0.0,,1296,27.321182999912708,,0,0,1
RDDM + NB,0.0,,63976,23.593820999849413,,0,3,1
CDDM + NB,0.0,,8944,55.55167399961647,,0,0,1
HDDM_A_test + NB,0.0,,1264,30.608491000748472,,0,0,1
RDDM + NB,0.0,,63976,22.084256999733043,,0,2,1
CDDM + NB,0.0,,8944,48.8431630001287,,0,0,1
HDDM_A_test + NB,0.0,,1232,27.092111000456498,,0,0,1
RDDM + NB,0.0,,64056,21.640400000251248,,0,0,1
CDDM + NB,0.0,,8944,67.48257100025512,,0,0,1
HDDM_A_test + NB,0.0,,1232,31.858998999268806,,0,0,1
RDDM + NB,0.0,,63992,21.459861000039382,,0,0,1
CDDM + NB,0.0,,8944,50.164289999884204,,0,0,1
HDDM_A_test + NB,0.0,,1264,27.873431000443816,,0,0,1
RDDM + NB,0.0,,64024,21.751744000539475,,0,1,1
CDDM + NB,0.0,,8944,49.92719399979251,,0,0,1
HDDM_A_test + NB,0.0,,1264,27.278433999526897,,0,0,1
RDDM + NB,0.0,,63992,21.87901100023737,,0,0,1
CDDM + NB,0.0,,8944,53.364055000201915,,0,0,1
HDDM_A_test + NB,0.0,,1296,30.75574400008918,,0,0,1
RDDM + NB,0.0,,63992,25.13124799952493,,0,0,1
CDDM + NB,0.0,,8944,57.62845599929278,,0,0,1
HDDM_A_test + NB,0.0,,1296,29.10424400033662,,0,0,1
RDDM + NB,0.0,,63992,23.499404000176582,,0,0,1
CDDM + NB,0.0,,8944,53.857536000577966,,0,0,1
HDDM_A_test + NB,0.0,,1264,28.322129999651224,,0,0,1
RDDM + NB,0.0,,63992,24.23965300022246,,0,0,1
CDDM + NB,0.0,,8944,52.29089099975681,,0,0,1
HDDM_A_test + NB,0.0,,1264,30.68131700001686,,0,0,1
RDDM + NB,0.0,,64024,22.860975000185135,,0,1,1
CDDM + NB,0.0,,8944,52.90946400054963,,0,0,1
HDDM_A_test + NB,0.0,,1296,27.65824300058739,,0,0,1
RDDM + NB,0.0,,64024,22.182252999300545,,0,2,1
CDDM + NB,0.0,,8944,53.07101700054773,,0,0,1
HDDM_A_test + NB,0.0,,1296,27.709807000064757,,0,0,1
RDDM + NB,0.0,,64024,22.799620000114373,,0,1,1
CDDM + NB,0.0,,8944,52.4601810002423,,0,0,1
HDDM_A_test + NB,0.0,,1232,32.087941999634495,,0,0,1
RDDM + NB,0.0,,64024,23.063304999595857,,0,1,1
CDDM + NB,0.0,,8944,52.40080599924113,,0,0,1
HDDM_A_test + NB,0.0,,1264,27.58384800017666,,0,0,1
RDDM + NB,0.0,,63976,21.452066999700037,,0,1,1
CDDM + NB,0.0,,8944,49.2296760003228,,0,0,1
HDDM_A_test + NB,0.0,,1296,27.638829999887093,,0,0,1
RDDM + NB,0.0,,63992,21.225024000159465,,0,0,1
CDDM + NB,0.0,,8944,49.06402800042997,,0,0,1
HDDM_A_test + NB,0.0,,1232,32.56438700009312,,0,0,1
RDDM + NB,0.0,,63992,21.62402399972052,,0,0,1
CDDM + NB,0.0,,8944,50.319025999669975,,0,0,1
HDDM_A_test + NB,0.0,,1296,27.115230000163137,,0,0,1
RDDM + NB,0.0,,63944,22.592555000301218,,0,0,1
CDDM + NB,0.0,,8944,53.13005500011059,,0,0,1
HDDM_A_test + NB,0.0,,1264,29.676436000045214,,0,0,1
RDDM + NB,0.0,,63976,23.67718900040927,,0,2,1
CDDM + NB,0.0,,8944,51.63057299978391,,0,0,1
HDDM_A_test + NB,0.0,,1296,29.461998999977368,,0,0,1
RDDM + NB,0.0,,63992,22.791159999542288,,0,0,1
CDDM + NB,0.0,,8944,53.11761299981299,,0,0,1
HDDM_A_test + NB,0.0,,1296,28.265661000659748,,0,0,1
RDDM + NB,0.0,,64024,22.03374700002314,,0,1,1
CDDM + NB,0.0,,8944,49.26599999998871,,0,0,1
HDDM_A_test + NB,0.0,,1232,28.568937000272854,,0,0,1
RDDM + NB,0.0,,64024,21.640890999151452,,0,1,1
CDDM + NB,0.0,,8944,50.78335800044442,,0,0,1
HDDM_A_test + NB,0.0,,1296,34.60633000031521,,0,0,1
RDDM + NB,0.0,,64024,25.782386000173574,,0,1,1
CDDM + NB,0.0,,8944,58.160143999884895,,0,0,1
HDDM_A_test + NB,0.0,,1264,27.38569400025881,,0,0,1
RDDM + NB,0.0,,64024,22.529939000378363,,0,1,1
CDDM + NB,0.0,,8944,50.27500100004545,,0,0,1
HDDM_A_test + NB,0.0,,1232,27.423772000474855,,0,0,1
RDDM + NB,0.0,,64024,23.680932000388566,,0,2,1
CDDM + NB,0.0,,8944,52.967160999287444,,0,0,1
HDDM_A_test + NB,0.0,,1296,34.35248099958699,,0,0,1
RDDM + NB,0.0,,63992,27.17785400000139,,0,0,1
CDDM + NB,0.0,,8944,51.22702600056073,,0,0,1
HDDM_A_test + NB,0.0,,1296,27.683072999934666,,0,0,1
RDDM + NB,0.0,,64024,21.35099800034368,,0,1,1
CDDM + NB,0.0,,8944,51.2199459999465,,0,0,1
HDDM_A_test + NB,0.0,,1296,27.701925000656047,,0,0,1
RDDM + NB,0.0,,63944,21.865934000743437,,0,0,1
CDDM + NB,0.0,,8944,53.278607999345695,,0,0,1
HDDM_A_test + NB,0.0,,1200,28.357776000120793,,0,0,1
RDDM + NB,0.0,,63992,26.34360799947899,,0,0,1
CDDM + NB,0.0,,8944,57.232060999922396,,0,0,1
HDDM_A_test + NB,0.0,,1232,27.4469340001815,,0,1,1
RDDM + NB,0.0,,64024,23.454354999557836,,0,2,1
CDDM + NB,0.0,,8944,50.613024000085716,,0,0,1
HDDM_A_test + NB,0.0,,1264,27.412134999394766,,0,0,1
RDDM + NB,0.0,,64056,21.515016999728687,,0,0,1
CDDM + NB,0.0,,8944,51.941798999905586,,0,0,1
HDDM_A_test + NB,0.0,,1264,28.181516999211453,,0,0,1
RDDM + NB,0.0,,64024,21.37688699986029,,0,1,1
CDDM + NB,0.0,,8944,49.77233200042974,,0,0,1
HDDM_A_test + NB,0.0,,1296,27.852542999426078,,0,0,1
RDDM + NB,0.0,,63992,22.258586999669205,,0,0,1
CDDM + NB,0.0,,8944,49.63269800009584,,0,0,1
HDDM_A_test + NB,0.0,,1232,27.410276000409795,,0,0,1
RDDM + NB,0.0,,64024,22.804804999395856,,0,1,1
CDDM + NB,0.0,,8944,51.17753100057598,,0,0,1
HDDM_A_test + NB,0.0,,1232,28.07645000029879,,0,0,1
RDDM + NB,0.0,,64024,22.3233339993385,,0,1,1
CDDM + NB,0.0,,8944,50.63657400023658,,0,0,1
HDDM_A_test + NB,0.0,,1296,27.33701199940697,,0,0,1
RDDM + NB,0.0,,64088,21.189774999584188,,0,1,1
CDDM + NB,0.0,,8944,50.70469800011779,,0,0,1
HDDM_A_test + NB,0.0,,1296,27.95790600066539,,0,0,1
RDDM + NB,0.0,,63992,23.526969999693392,,0,0,1
CDDM + NB,0.0,,8944,50.19232300037402,,0,0,1
HDDM_A_test + NB,0.0,,1296,27.766287000304146,,0,0,1
RDDM + NB,0.0,,64024,22.371466999175027,,0,1,1
CDDM + NB,0.0,,8944,50.560421999762184,,0,0,1
HDDM_A_test + NB,0.0,,1264,28.462794999541075,,0,1,1
RDDM + NB,0.0,,63992,21.42697399995086,,0,0,1
CDDM + NB,0.0,,8944,49.75891100002627,,0,0,1
HDDM_A_test + NB,0.0,,1296,27.611628000158817,,0,0,1
RDDM + NB,0.0,,64088,22.21172800000204,,0,1,1
CDDM + NB,0.0,,8944,52.81594400003087,,0,0,1
HDDM_A_test + NB,0.0,,1264,28.797869999834802,,0,0,1
RDDM + NB,0.0,,64024,22.841842999696382,,0,1,1
CDDM + NB,0.0,,8944,53.1400300005771,,0,0,1
HDDM_A_test + NB,0.0,,1296,27.748708000217448,,0,0,1
RDDM + NB,0.0,,64024,22.970367000198166,,0,1,1
CDDM + NB,0.0,,8944,52.42522399930749,,0,0,1
HDDM_A_test + NB,0.0,,1232,29.650190000211296,,0,0,1
RDDM + NB,0.0,,63992,22.566520000509627,,0,0,1
CDDM + NB,0.0,,8944,54.972840000118595,,0,0,1
HDDM_A_test + NB,0.0,,1296,30.662854999718547,,0,0,1
RDDM + NB,0.0,,64024,22.143711000353505,,0,1,1
CDDM + NB,0.0,,8944,50.03107100037596,,0,0,1
HDDM_A_test + NB,0.0,,1264,27.67222300008143,,0,0,1
RDDM + NB,0.0,,64024,22.0104789996185,,0,1,1
CDDM + NB,0.0,,8944,54.50540200035903,,0,0,1
HDDM_A_test + NB,0.0,,1296,30.006504000084533,,0,0,1
RDDM + NB,0.0,,64024,21.834795999893686,,0,1,1
CDDM + NB,0.0,,8944,49.68359799931932,,0,0,1
HDDM_A_test + NB,0.0,,1264,33.000285000525764,,0,0,1
RDDM + NB,0.0,,63992,21.32290000008652,,0,0,1
CDDM + NB,0.0,,8944,49.70066100031545,,0,0,1
HDDM_A_test + NB,0.0,,1232,27.393190000111645,,0,0,1
RDDM + NB,0.0,,64024,21.73689900064346,,0,2,1
CDDM + NB,0.0,,8944,49.65994100075477,,0,0,1
HDDM_A_test + NB,0.0,,1296,28.480480999860447,,0,0,1
RDDM + NB,0.0,,64024,21.42046900007699,,0,1,1
CDDM + NB,0.0,,8944,50.206719000016165,,0,0,1
HDDM_A_test + NB,0.0,,1264,31.724735999887343,,0,0,1
RDDM + NB,0.0,,63992,21.779566000077466,,0,0,1
CDDM + NB,0.0,,8944,52.39908400017157,,0,0,1
HDDM_A_test + NB,0.0,,1296,28.11386399935145,,0,0,1
RDDM + NB,0.0,,64056,23.55677600007766,,0,0,1
CDDM + NB,0.0,,8944,51.08187400037423,,0,0,1
HDDM_A_test + NB,0.0,,1264,27.534560000276542,,0,0,1
RDDM + NB,0.0,,64024,21.802162999847496,,0,1,1
CDDM + NB,0.0,,8944,49.39883099996223,,0,0,1
HDDM_A_test + NB,0.0,,1264,33.09234300013486,,0,0,1
RDDM + NB,0.0,,63944,27.347800000825373,,0,0,1
CDDM + NB,0.0,,8944,52.06499700034328,,0,0,1
HDDM_A_test + NB,0.0,,1296,27.246827000453777,,0,0,1
RDDM + NB,0.0,,63992,22.77144700019562,,0,0,1
CDDM + NB,0.0,,8944,50.338918000306876,,0,0,1
HDDM_A_test + NB,0.0,,1232,28.445640999962052,,0,0,1
RDDM + NB,0.0,,63992,21.640263999870513,,0,0,1
CDDM + NB,0.0,,8944,49.89993100025458,,0,0,1
HDDM_A_test + NB,0.0,,1264,27.366043999791145,,0,0,1
RDDM + NB,0.0,,64024,24.20306600015465,,0,2,1
CDDM + NB,0.0,,8944,50.26015700059361,,0,0,1
HDDM_A_test + NB,0.0,,1296,27.351029999408638,,0,0,1
RDDM + NB,0.0,,63992,21.22447000056127,,0,0,1
CDDM + NB,0.0,,8944,49.19220000010682,,0,0,1
HDDM_A_test + NB,0.0,,1264,27.432190000581613,,0,0,1
RDDM + NB,0.0,,63992,21.650144999512122,,0,0,1
CDDM + NB,0.0,,8944,49.85621899959369,,0,0,1
HDDM_A_test + NB,0.0,,1296,26.949440999487706,,0,0,1
RDDM + NB,0.0,,64024,27.008768000087002,,0,2,1
CDDM + NB,0.0,,8944,49.74809600025765,,0,0,1
HDDM_A_test + NB,0.0,,1296,27.778921999924933,,0,0,1
RDDM + NB,0.0,,63992,22.33051099938166,,0,0,1
CDDM + NB,0.0,,8944,52.50264599999355,,0,0,1
HDDM_A_test + NB,0.0,,1232,28.15771799942013,,0,0,1
RDDM + NB,0.0,,63992,22.499861999676796,,0,0,1
CDDM + NB,0.0,,8944,49.42923599992355,,0,0,1
HDDM_A_test + NB,0.0,,1296,27.619295000476995,,0,0,1
RDDM + NB,0.0,,63992,25.541189999785274,,0,0,1
CDDM + NB,0.0,,8944,51.06055600026593,,0,0,1
HDDM_A_test + NB,0.0,,1296,28.03257899995515,,0,0,1
RDDM + NB,0.0,,64024,23.587445999510237,,0,1,1
CDDM + NB,0.0,,8944,52.13367499982269,,0,0,1
HDDM_A_test + NB,0.0,,1296,27.58239299964771,,0,0,1
RDDM + NB,0.0,,64024,22.021247000338917,,0,1,1
CDDM + NB,0.05210526315789474,,8944,52.35652499959542,,0,0,1
HDDM_A_test + NB,0.05210526315789474,,1296,27.204861000427627,,0,0,1
RDDM + NB,0.05210526315789474,,63992,28.206837999277923,,0,0,1
CDDM + NB,0.05210526315789474,,8944,50.42396299995744,,0,0,1
HDDM_A_test + NB,0.05210526315789474,,1296,27.317297000081453,,0,0,1
RDDM + NB,0.05210526315789474,,64024,21.59464900068997,,0,1,1
CDDM + NB,0.05210526315789474,,8944,49.767293000513746,,0,0,1
HDDM_A_test + NB,0.05210526315789474,,1232,28.42868500010809,,0,0,1
RDDM + NB,0.05210526315789474,,64024,21.99741399999766,,0,1,1
CDDM + NB,0.05210526315789474,,8944,52.75280699970608,,0,0,1
HDDM_A_test + NB,0.05210526315789474,,1296,27.96857200064551,,0,0,1
RDDM + NB,0.05210526315789474,,63992,22.181280000040715,,0,0,1
CDDM + NB,0.05210526315789474,,8944,53.03262500001438,,0,0,1
HDDM_A_test + NB,0.05210526315789474,,1296,27.8986180001084,,0,0,1
RDDM + NB,0.05210526315789474,,63992,21.551591999923403,,0,0,1
CDDM + NB,0.05210526315789474,,8944,51.4522700004818,,0,0,1
HDDM_A_test + NB,0.05210526315789474,,1232,27.09877100005542,,0,0,1
RDDM + NB,0.05210526315789474,,64024,21.61258199976146,,0,1,1
CDDM + NB,0.05210526315789474,,8944,52.918669000064256,,0,0,1
HDDM_A_test + NB,0.05210526315789474,,1296,27.210046000618604,,0,0,1
RDDM + NB,0.05210526315789474,,64088,21.7230419993939,,0,2,1
CDDM + NB,0.05210526315789474,,8944,52.562255000339064,,0,0,1
HDDM_A_test + NB,0.05210526315789474,,1296,27.98312100003386,,0,0,1
RDDM + NB,0.05210526315789474,,63992,23.33290299975488,,0,0,1
CDDM + NB,0.05210526315789474,,8944,53.28002900023421,,0,0,1
HDDM_A_test + NB,0.05210526315789474,,1296,27.722787999664433,,0,0,1
RDDM + NB,0.05210526315789474,,63992,22.840765999717405,,0,0,1
CDDM + NB,0.05210526315789474,,8944,53.24847099927865,,0,0,1
HDDM_A_test + NB,0.05210526315789474,,1232,28.110777000620146,,0,0,1
RDDM + NB,0.05210526315789474,,63992,22.691045999636117,,0,0,1
CDDM + NB,0.05210526315789474,,8944,63.11723299950245,,0,0,1
HDDM_A_test + NB,0.05210526315789474,,1296,27.41771900036838,,0,0,1
RDDM + NB,0.05210526315789474,,63992,25.177870000334224,,0,0,1
CDDM + NB,0.05210526315789474,,8944,60.528793999765185,,0,0,1
HDDM_A_test + NB,0.05210526315789474,,1264,27.561347000300884,,0,0,1
RDDM + NB,0.05210526315789474,,64024,22.694887000398012,,0,1,1
CDDM + NB,0.05210526315789474,,8944,54.04335399998672,,0,0,1
HDDM_A_test + NB,0.05210526315789474,,1296,29.450159000589338,,0,0,1
RDDM + NB,0.05210526315789474,,63992,22.489836000204377,,0,0,1
CDDM + NB,0.05210526315789474,,8944,54.00786199970753,,0,0,1
HDDM_A_test + NB,0.05210526315789474,,1264,26.979538999512442,,0,0,1
RDDM + NB,0.05210526315789474,,63992,21.225479999884556,,0,0,1
CDDM + NB,0.05210526315789474,,8944,52.52254599963635,,0,0,1
HDDM_A_test + NB,0.05210526315789474,,1296,28.074990999812144,,0,0,1
RDDM + NB,0.05210526315789474,,63992,24.53666300061741,,0,0,1
CDDM + NB,0.05210526315789474,,8944,52.12797300009697,,0,0,1
HDDM_A_test + NB,0.05210526315789474,,1296,27.501755000230332,,0,0,1
RDDM + NB,0.05210526315789474,,63992,22.683018999487103,,0,0,1
CDDM + NB,0.05210526315789474,,8944,63.62343900036649,,0,0,1
HDDM_A_test + NB,0.05210526315789474,,1296,27.238432000558532,,0,0,1
RDDM + NB,0.05210526315789474,,64024,23.206276000564685,,0,1,1
CDDM + NB,0.05210526315789474,,8944,52.611494999837305,,0,0,1
HDDM_A_test + NB,0.05210526315789474,,1232,28.713034999782394,,0,0,1
RDDM + NB,0.05210526315789474,,63992,22.646223999799986,,0,0,1
CDDM + NB,0.05210526315789474,,8944,52.57637100021384,,0,0,1
HDDM_A_test + NB,0.05210526315789474,,1264,27.92726000006951,,0,0,1
RDDM + NB,0.05210526315789474,,63992,23.46547799970722,,0,0,1
CDDM + NB,0.05210526315789474,,8944,53.12400799994066,,0,0,1
HDDM_A_test + NB,0.05210526315789474,,1296,29.70345100038685,,0,0,1
RDDM + NB,0.05210526315789474,,63992,23.559096999633766,,0,0,1
CDDM + NB,0.05210526315789474,,8944,54.306961000293086,,0,0,1
HDDM_A_test + NB,0.05210526315789474,,1296,28.09960000013234,,0,0,1
RDDM + NB,0.05210526315789474,,63992,22.5500890001058,,0,0,1
CDDM + NB,0.05210526315789474,,8944,58.948826999767334,,0,0,1
HDDM_A_test + NB,0.05210526315789474,,1296,32.714606000809,,0,0,1
RDDM + NB,0.05210526315789474,,64056,27.88308599974698,,0,0,1
CDDM + NB,0.05210526315789474,,8944,49.3567109997457,,0,0,1
HDDM_A_test + NB,0.05210526315789474,,1296,27.31091599980573,,0,0,1
RDDM + NB,0.05210526315789474,,64056,21.382356999311014,,0,0,1
CDDM + NB,0.05210526315789474,,8944,50.20311399948696,,0,0,1
HDDM_A_test + NB,0.05210526315789474,,1296,27.46097199997166,,0,0,1
RDDM + NB,0.05210526315789474,,63992,22.00417499989271,,0,0,1
CDDM + NB,0.05210526315789474,,8944,49.47236599946336,,0,0,1
HDDM_A_test + NB,0.05210526315789474,,1232,26.886093999564764,,0,1,1
RDDM + NB,0.05210526315789474,,64024,22.982198000136123,,0,1,1
CDDM + NB,0.05210526315789474,,8944,65.16378299966163,,0,0,1
HDDM_A_test + NB,0.05210526315789474,,1296,27.49196100012341,,0,0,1
RDDM + NB,0.05210526315789474,,63992,21.292523000738584,,0,0,1
CDDM + NB,0.05210526315789474,,8944,49.599854000007326,,0,0,1
HDDM_A_test + NB,0.05210526315789474,,1232,27.988001000267104,,0,0,1
RDDM + NB,0.05210526315789474,,64024,21.446114999889687,,0,1,1
CDDM + NB,0.05210526315789474,,8944,56.20193899994774,,0,0,1
HDDM_A_test + NB,0.05210526315789474,,1296,30.091129999163968,,0,0,1
RDDM + NB,0.05210526315789474,,64056,24.62070000001404,,0,0,1
CDDM + NB,0.05210526315789474,,8944,63.04658999943058,,0,0,1
HDDM_A_test + NB,0.05210526315789474,,1232,27.347315000042727,,0,0,1
RDDM + NB,0.05210526315789474,,64024,22.608158999901207,,0,1,1
CDDM + NB,0.05210526315789474,,8944,49.84455599969806,,0,0,1
HDDM_A_test + NB,0.05210526315789474,,1296,27.798568000434898,,0,1,1
RDDM + NB,0.05210526315789474,,63992,21.736186000453017,,0,0,1
CDDM + NB,0.05210526315789474,,8944,51.31515699940792,,0,0,1
HDDM_A_test + NB,0.05210526315789474,,1296,27.96451199992589,,0,0,1
RDDM + NB,0.05210526315789474,,64056,21.957750000183296,,0,0,1
CDDM + NB,0.05210526315789474,,8944,55.61159300032159,,0,0,1
HDDM_A_test + NB,0.05210526315789474,,1296,27.098485000351502,,0,0,1
RDDM + NB,0.05210526315789474,,64024,21.17189100044925,,0,1,1
CDDM + NB,0.05210526315789474,,8944,49.446837999312265,,0,0,1
HDDM_A_test + NB,0.05210526315789474,,1296,27.924386999984563,,0,0,1
RDDM + NB,0.05210526315789474,,63992,22.868408000249474,,0,0,1
CDDM + NB,0.05210526315789474,,8944,50.22511100014526,,0,0,1
HDDM_A_test + NB,0.05210526315789474,,1296,27.202608000152395,,0,0,1
RDDM + NB,0.05210526315789474,,63976,21.729975000198465,,0,1,1
CDDM + NB,0.05210526315789474,,8944,52.26986100024078,,0,0,1
HDDM_A_test + NB,0.05210526315789474,,1264,33.29725999992661,,0,0,1
RDDM + NB,0.05210526315789474,,64024,24.823372999890125,,0,1,1
CDDM + NB,0.05210526315789474,,8944,51.831857999786735,,0,0,1
HDDM_A_test + NB,0.05210526315789474,,1296,27.579239000260714,,0,0,1
RDDM + NB,0.05210526315789474,,64024,22.569327999917732,,0,1,1
CDDM + NB,0.05210526315789474,,8944,49.93435500000487,,0,0,1
HDDM_A_test + NB,0.05210526315789474,,1264,27.655357000185177,,0,0,1
RDDM + NB,0.05210526315789474,,63992,21.34137000030023,,0,0,1
CDDM + NB,0.05210526315789474,,8944,48.8136800004213,,0,0,1
HDDM_A_test + NB,0.05210526315789474,,1264,27.400562999901013,,0,0,1
RDDM + NB,0.05210526315789474,,63992,27.175229999556905,,0,0,1
