Experiment,Parameter,Outcome,Memory,Runtime,Detection delay,TP,FP,FN
HDDM_A_test + NB,0.20842105263157895,,1296,26.788655999553157,,0,0,1
RDDM + NB,0.20842105263157895,,63992,20.873523999398458,,0,2,1
CDDM + NB,0.20842105263157895,,8944,49.6014769996691,,0,0,1
HDDM_A_test + NB,0.20842105263157895,,1296,27.390057000957313,,0,0,1
RDDM + NB,0.20842105263157895,,64024,21.645604001605534,,0,1,1
CDDM + NB,0.20842105263157895,,8944,49.81156199937686,,0,0,1
HDDM_A_test + NB,0.20842105263157895,,1296,27.267313000265858,,0,0,1
RDDM + NB,0.20842105263157895,,63944,22.887171000547823,,0,0,1
CDDM + NB,0.20842105263157895,,8944,58.50608200125862,,0,0,1
HDDM_A_test + NB,0.20842105263157895,,1296,26.93366600033187,,0,0,1
RDDM + NB,0.20842105263157895,,63992,21.32920300027763,,0,0,1
CDDM + NB,0.20842105263157895,,8944,50.28668500017375,,0,0,1
HDDM_A_test + NB,0.20842105263157895,,1232,30.42841100068472,,0,1,1
RDDM + NB,0.20842105263157895,,63992,21.904585000811494,,0,0,1
CDDM + NB,0.20842105263157895,,8944,50.86651300007361,,0,0,1
HDDM_A_test + NB,0.20842105263157895,,1296,26.916397000604775,,0,0,1
RDDM + NB,0.20842105263157895,,63992,21.205629000178305,,0,0,1
CDDM + NB,0.20842105263157895,,8944,48.999278998962836,,0,0,1
HDDM_A_test + NB,0.20842105263157895,,1264,33.199606001289794,,0,0,1
RDDM + NB,0.20842105263157895,,63992,21.63826299874927,,0,0,1
CDDM + NB,0.20842105263157895,,8944,50.32558299899392,,0,0,1
HDDM_A_test + NB,0.20842105263157895,,1296,27.20479099843942,,0,0,1
RDDM + NB,0.20842105263157895,,64024,21.29125600004045,,0,1,1
CDDM + NB,0.20842105263157895,,8944,51.706181999179535,,0,0,1
HDDM_A_test + NB,0.20842105263157895,,1232,29.40706399931514,,0,0,1
RDDM + NB,0.20842105263157895,,63992,21.030908999819076,,0,0,1
CDDM + NB,0.20842105263157895,,8944,49.83913800060691,,0,0,1
HDDM_A_test + NB,0.20842105263157895,,1232,27.455445000668988,,0,0,1
RDDM + NB,0.20842105263157895,,63992,28.024273000482935,,0,0,1
CDDM + NB,0.20842105263157895,,8944,53.37490799865918,,0,0,1
HDDM_A_test + NB,0.20842105263157895,,1232,27.899550001166062,,0,0,1
RDDM + NB,0.20842105263157895,,64024,22.541542999533704,,0,2,1
CDDM + NB,0.20842105263157895,,8944,52.31157200068992,,0,0,1
HDDM_A_test + NB,0.20842105263157895,,1296,27.25217999977758,,0,0,1
RDDM + NB,0.20842105263157895,,64024,23.11780799936969,,0,2,1
CDDM + NB,0.20842105263157895,,8944,53.007963999334606,,0,0,1
HDDM_A_test + NB,0.20842105263157895,,1296,28.097001999412896,,0,0,1
RDDM + NB,0.20842105263157895,,63992,29.278379999595927,,0,0,1
CDDM + NB,0.20842105263157895,,8944,54.204116999244434,,0,0,1
HDDM_A_test + NB,0.20842105263157895,,1296,27.740180999899167,,0,0,1
RDDM + NB,0.20842105263157895,,64024,23.421300000336487,,0,1,1
CDDM + NB,0.20842105263157895,,8944,52.596335000998806,,0,0,1
HDDM_A_test + NB,0.20842105263157895,,1264,28.152720999059966,,0,0,1
RDDM + NB,0.20842105263157895,,64024,23.629446000995813,,0,2,1
CDDM + NB,0.20842105263157895,,8944,54.107723000925034,,0,0,1
HDDM_A_test + NB,0.20842105263157895,,1232,28.583572999195894,,0,0,1
RDDM + NB,0.20842105263157895,,63992,24.978786999781732,,0,0,1
CDDM + NB,0.20842105263157895,,8944,51.379348000409664,,0,0,1
HDDM_A_test + NB,0.20842105263157895,,1296,27.846605000377167,,0,0,1
RDDM + NB,0.20842105263157895,,64024,21.903893999478896,,0,1,1
CDDM + NB,0.20842105263157895,,8944,54.48844700003974,,0,0,1
HDDM_A_test + NB,0.20842105263157895,,1296,28.833022999606328,,0,0,1
RDDM + NB,0.20842105263157895,,64024,22.549563000211492,,0,1,1
CDDM + NB,0.20842105263157895,,8944,53.41166600010183,,0,0,1
HDDM_A_test + NB,0.20842105263157895,,1264,27.46286499859707,,0,0,1
RDDM + NB,0.20842105263157895,,64024,22.969280000324943,,0,1,1
CDDM + NB,0.2605263157894737,,8944,53.02312899948447,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1232,28.278697998757707,,0,0,1
RDDM + NB,0.2605263157894737,,64024,21.99715999995533,,0,1,1
CDDM + NB,0.2605263157894737,,8944,52.754942000319716,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1264,29.243222999866703,,0,0,1
RDDM + NB,0.2605263157894737,,63992,22.807740000644117,,0,0,1
CDDM + NB,0.2605263157894737,,8944,51.903240999308764,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,32.317380000677076,,0,0,1
RDDM + NB,0.2605263157894737,,64056,23.05871699900308,,0,0,1
CDDM + NB,0.2605263157894737,,8944,50.31983300068532,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1264,27.347228999133222,,0,0,1
RDDM + NB,0.2605263157894737,,64024,21.79803099897981,,0,1,1
CDDM + NB,0.2605263157894737,,8944,50.757214999975986,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,27.112273999591707,,0,0,1
RDDM + NB,0.2605263157894737,,63944,22.919291999642155,,0,0,1
CDDM + NB,0.2605263157894737,,8944,49.757774999307,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,31.353858999864315,,0,0,1
RDDM + NB,0.2605263157894737,,63992,29.379444000369404,,0,0,1
CDDM + NB,0.2605263157894737,,8944,53.92958500124223,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,27.691282999512623,,0,0,1
RDDM + NB,0.2605263157894737,,64024,23.49875800064183,,0,1,1
CDDM + NB,0.2605263157894737,,8944,51.543031999244704,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1264,27.07274099884671,,0,1,1
RDDM + NB,0.2605263157894737,,63992,21.347661000618245,,0,0,1
CDDM + NB,0.2605263157894737,,8944,50.7076390003931,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1200,27.54997100055334,,0,1,1
RDDM + NB,0.2605263157894737,,63992,23.036758000671398,,0,0,1
CDDM + NB,0.2605263157894737,,8944,55.009341000186396,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1264,26.93217799969716,,0,1,1
RDDM + NB,0.2605263157894737,,63992,21.864225000172155,,0,0,1
CDDM + NB,0.2605263157894737,,8944,50.10350599877711,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,28.358698000374716,,0,0,1
RDDM + NB,0.2605263157894737,,63992,24.351496000235784,,0,0,1
CDDM + NB,0.2605263157894737,,8944,55.295035999733955,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,27.388606000386062,,0,0,1
RDDM + NB,0.2605263157894737,,63992,21.339617000194266,,0,0,1
CDDM + NB,0.2605263157894737,,8944,68.19428599919775,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1264,27.162788001078297,,0,0,1
RDDM + NB,0.2605263157894737,,64024,20.95104900035949,,0,2,1
CDDM + NB,0.2605263157894737,,8944,50.649835999138304,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1232,27.03739400021732,,0,0,1
RDDM + NB,0.2605263157894737,,64024,21.230113999990863,,0,1,1
CDDM + NB,0.2605263157894737,,8944,50.09132600025623,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1264,28.361536000375054,,0,0,1
RDDM + NB,0.2605263157894737,,63992,21.455006000905996,,0,0,1
CDDM + NB,0.2605263157894737,,8944,49.54949700004363,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,27.020378000088385,,0,0,1
RDDM + NB,0.2605263157894737,,63976,22.11641900066752,,0,2,1
CDDM + NB,0.2605263157894737,,8944,49.98962600075174,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,27.994618998491205,,0,0,1
RDDM + NB,0.2605263157894737,,64024,22.4546419995022,,0,1,1
CDDM + NB,0.2605263157894737,,8944,50.283863998629386,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,28.628131998630124,,0,0,1
RDDM + NB,0.2605263157894737,,63992,22.71273099904647,,0,0,1
CDDM + NB,0.2605263157894737,,8944,52.400196000235155,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1264,34.52690099948086,,0,0,1
RDDM + NB,0.2605263157894737,,63992,29.49337199970614,,0,0,1
CDDM + NB,0.2605263157894737,,8944,52.396334998775274,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,27.624329000900616,,0,0,1
RDDM + NB,0.2605263157894737,,63992,22.98613499988278,,0,0,1
CDDM + NB,0.2605263157894737,,8944,53.12583100021584,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,28.442164999432862,,0,0,1
RDDM + NB,0.2605263157894737,,63992,21.74961200034886,,0,0,1
CDDM + NB,0.2605263157894737,,8944,56.87006100015424,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1264,29.591233998871758,,0,0,1
RDDM + NB,0.2605263157894737,,63992,27.66064099887444,,0,0,1
CDDM + NB,0.2605263157894737,,8944,52.96341500070412,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,27.91450699987763,,0,0,1
RDDM + NB,0.2605263157894737,,64056,22.75443100006669,,0,0,1
CDDM + NB,0.2605263157894737,,8944,49.768462999054464,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1264,28.590171999894665,,0,0,1
RDDM + NB,0.2605263157894737,,64056,23.595546001160983,,0,0,1
CDDM + NB,0.2605263157894737,,8944,52.58174599839549,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1232,28.027230000589043,,0,0,1
RDDM + NB,0.2605263157894737,,64024,24.17918799983454,,0,1,1
CDDM + NB,0.2605263157894737,,8944,53.658892000385094,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1232,28.536705998703837,,0,0,1
RDDM + NB,0.2605263157894737,,63976,23.139750001064385,,0,1,1
CDDM + NB,0.2605263157894737,,8944,55.632814999626135,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,27.852086999700987,,0,0,1
RDDM + NB,0.2605263157894737,,63976,23.172337998403236,,0,1,1
CDDM + NB,0.2605263157894737,,8944,53.13757700059796,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1264,29.397832999165985,,0,0,1
RDDM + NB,0.2605263157894737,,64088,23.38282500022615,,0,1,1
CDDM + NB,0.2605263157894737,,8944,50.7314820006286,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,27.15002200056915,,0,0,1
RDDM + NB,0.2605263157894737,,64024,23.492949001592933,,0,1,1
CDDM + NB,0.2605263157894737,,8944,56.065004000629415,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1232,28.305827998337918,,0,0,1
RDDM + NB,0.2605263157894737,,64088,24.002313000892173,,0,2,1
CDDM + NB,0.2605263157894737,,8944,48.84592700000212,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1264,29.002445000514854,,0,0,1
RDDM + NB,0.2605263157894737,,64024,23.53687600043486,,0,1,1
CDDM + NB,0.2605263157894737,,8944,54.65768499925616,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,28.85710900045524,,0,0,1
RDDM + NB,0.2605263157894737,,63976,21.277452000504127,,0,1,1
CDDM + NB,0.2605263157894737,,8944,50.45654899913643,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,27.99777100153733,,0,0,1
RDDM + NB,0.2605263157894737,,64088,21.93947100022342,,0,1,1
CDDM + NB,0.2605263157894737,,8944,52.052559000003384,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,27.245880000918987,,0,0,1
RDDM + NB,0.2605263157894737,,63976,22.229991998756304,,0,2,1
CDDM + NB,0.2605263157894737,,8944,50.43805400055135,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,27.609146000031615,,0,0,1
RDDM + NB,0.2605263157894737,,64056,21.164243000384886,,0,0,1
CDDM + NB,0.2605263157894737,,8944,50.28513700017356,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1264,27.514150999195408,,0,0,1
RDDM + NB,0.2605263157894737,,63976,21.179204999498324,,0,1,1
CDDM + NB,0.2605263157894737,,8944,49.28610400020261,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1264,28.996212999118143,,0,0,1
RDDM + NB,0.2605263157894737,,64024,23.55488800094463,,0,1,1
CDDM + NB,0.2605263157894737,,8944,55.805841999244876,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1232,28.51099500003329,,0,0,1
RDDM + NB,0.2605263157894737,,63992,21.690577999834204,,0,0,1
CDDM + NB,0.2605263157894737,,8944,49.57359299987729,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1264,27.655514999423758,,0,0,1
RDDM + NB,0.2605263157894737,,63992,23.21717099948728,,0,0,1
CDDM + NB,0.2605263157894737,,8944,55.32624300030875,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,28.72568000020692,,0,0,1
RDDM + NB,0.2605263157894737,,64024,22.558333001143183,,0,1,1
CDDM + NB,0.2605263157894737,,8944,50.02700399927562,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1232,27.71361600025557,,0,0,1
RDDM + NB,0.2605263157894737,,64024,22.931109999262844,,0,1,1
CDDM + NB,0.2605263157894737,,8944,51.766476999546285,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,27.07946299960895,,0,0,1
RDDM + NB,0.2605263157894737,,63992,21.726255001340178,,0,0,1
CDDM + NB,0.2605263157894737,,8944,58.33882400111179,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1264,27.596059000643436,,0,0,1
RDDM + NB,0.2605263157894737,,63992,22.125673000118695,,0,0,1
CDDM + NB,0.2605263157894737,,8944,50.210529001560644,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1264,27.832312998725683,,0,0,1
RDDM + NB,0.2605263157894737,,64056,23.142770000049495,,0,0,1
CDDM + NB,0.2605263157894737,,8944,51.04397699869878,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1264,27.931513999646995,,0,0,1
RDDM + NB,0.2605263157894737,,63992,22.550986999704037,,0,0,1
CDDM + NB,0.2605263157894737,,8944,60.13410000014119,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1232,28.821912999774213,,0,0,1
RDDM + NB,0.2605263157894737,,63976,22.67927499997313,,0,1,1
CDDM + NB,0.2605263157894737,,8944,51.71342799985723,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1232,27.520429001015145,,0,0,1
RDDM + NB,0.2605263157894737,,63992,22.58818599875667,,0,0,1
CDDM + NB,0.2605263157894737,,8944,52.47739399965212,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1232,28.166242000224884,,0,0,1
RDDM + NB,0.2605263157894737,,64056,22.949140999116935,,0,0,1
CDDM + NB,0.2605263157894737,,8944,52.685147000374855,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,27.251494999291026,,0,0,1
RDDM + NB,0.2605263157894737,,63976,20.91705900056695,,0,1,1
CDDM + NB,0.2605263157894737,,8944,49.24497799947858,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1264,26.67546299926471,,0,0,1
RDDM + NB,0.2605263157894737,,64056,21.014952999394154,,0,0,1
CDDM + NB,0.2605263157894737,,8944,52.4036110000452,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1232,28.497276000052807,,0,0,1
RDDM + NB,0.2605263157894737,,64056,23.481532000005245,,0,0,1
CDDM + NB,0.2605263157894737,,8944,48.978442000588984,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,26.47919999981241,,0,0,1
RDDM + NB,0.2605263157894737,,63992,23.51599699977669,,0,0,1
CDDM + NB,0.2605263157894737,,8944,57.319143999848166,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,29.094165000060457,,0,0,1
RDDM + NB,0.2605263157894737,,64024,23.242347999257618,,0,1,1
CDDM + NB,0.2605263157894737,,8944,54.67567800042161,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1264,27.275251999526517,,0,0,1
RDDM + NB,0.2605263157894737,,63992,21.286968998538214,,0,0,1
CDDM + NB,0.2605263157894737,,8944,49.85047000081977,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1232,27.716648999557947,,0,0,1
RDDM + NB,0.2605263157894737,,63976,21.68206900023506,,0,1,1
CDDM + NB,0.2605263157894737,,8944,49.2369100011274,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,27.276100001472514,,0,0,1
RDDM + NB,0.2605263157894737,,64056,21.326070998838986,,0,0,1
CDDM + NB,0.2605263157894737,,8944,50.364428001557826,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,27.32276499955333,,0,0,1
RDDM + NB,0.2605263157894737,,64024,23.46427200063772,,0,1,1
CDDM + NB,0.2605263157894737,,8944,49.259341998549644,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1264,27.27310200134525,,0,0,1
RDDM + NB,0.2605263157894737,,64024,21.14130500012834,,0,1,1
CDDM + NB,0.2605263157894737,,8944,49.83132399866008,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,27.026165000279434,,0,0,1
RDDM + NB,0.2605263157894737,,64024,21.670529000402894,,0,1,1
CDDM + NB,0.2605263157894737,,8944,48.80215500088525,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1264,27.209440000660834,,0,0,1
RDDM + NB,0.2605263157894737,,64024,21.436353999888524,,0,1,1
CDDM + NB,0.2605263157894737,,8944,64.83935100004601,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1232,33.43610600131797,,0,0,1
RDDM + NB,0.2605263157894737,,64024,27.64893200037477,,0,2,1
CDDM + NB,0.2605263157894737,,8944,49.301754999760306,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1264,27.001321001080214,,0,0,1
RDDM + NB,0.2605263157894737,,63992,21.510065000256873,,0,0,1
CDDM + NB,0.2605263157894737,,8944,51.07829500047956,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,27.158458000485552,,0,0,1
RDDM + NB,0.2605263157894737,,64056,21.436025001094094,,0,0,1
CDDM + NB,0.2605263157894737,,8944,49.855520999699365,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,27.818967999337474,,0,0,1
RDDM + NB,0.2605263157894737,,63992,22.418193000703468,,0,0,1
CDDM + NB,0.2605263157894737,,8944,61.53253400043468,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1232,26.834459000383504,,0,0,1
RDDM + NB,0.2605263157894737,,64024,21.988021999277407,,0,1,1
CDDM + NB,0.2605263157894737,,8944,51.58815300092101,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1232,27.086740999948233,,0,0,1
RDDM + NB,0.2605263157894737,,63992,22.186225000041304,,0,0,1
CDDM + NB,0.2605263157894737,,8944,49.73226999936742,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1264,27.15622399955464,,0,0,1
RDDM + NB,0.2605263157894737,,64024,21.384260000559152,,0,1,1
CDDM + NB,0.2605263157894737,,8944,58.705719999124995,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1264,32.64729299917235,,0,0,1
RDDM + NB,0.2605263157894737,,64056,22.380646998499287,,0,0,1
CDDM + NB,0.2605263157894737,,8944,51.512886999262264,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,28.00039100111462,,0,0,1
RDDM + NB,0.2605263157894737,,63992,22.048873999665375,,0,0,1
CDDM + NB,0.2605263157894737,,8944,52.35860199900344,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,27.328292000674992,,0,0,1
RDDM + NB,0.2605263157894737,,64024,21.97024499946565,,0,1,1
CDDM + NB,0.2605263157894737,,8944,49.3720630001917,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,32.387699000537395,,0,0,1
RDDM + NB,0.2605263157894737,,64024,22.382949999155244,,0,2,1
CDDM + NB,0.2605263157894737,,8944,53.53103000015835,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1264,28.000254000289715,,0,0,1
RDDM + NB,0.2605263157894737,,63976,24.106628001391073,,0,1,1
CDDM + NB,0.2605263157894737,,8944,54.89659200065944,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1232,30.60007800013409,,0,0,1
RDDM + NB,0.2605263157894737,,64024,21.250947000226006,,0,1,1
CDDM + NB,0.2605263157894737,,8944,51.52800500036392,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1232,27.74114100066072,,0,0,1
RDDM + NB,0.2605263157894737,,64024,24.77346199884778,,0,1,1
CDDM + NB,0.2605263157894737,,8944,55.419501000869786,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1232,29.259447001095396,,0,0,1
RDDM + NB,0.2605263157894737,,63992,21.674016999895684,,0,0,1
CDDM + NB,0.2605263157894737,,8944,49.88670399870898,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1264,27.35373200084723,,0,1,1
RDDM + NB,0.2605263157894737,,63992,24.964745000033872,,0,0,1
CDDM + NB,0.2605263157894737,,8944,56.68511099975149,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1264,27.273837999018724,,0,0,1
RDDM + NB,0.2605263157894737,,63992,21.344184000554378,,0,0,1
CDDM + NB,0.2605263157894737,,8944,50.43461899913382,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1264,27.166255998963607,,0,0,1
RDDM + NB,0.2605263157894737,,64056,21.709515000111423,,0,0,1
CDDM + NB,0.2605263157894737,,8944,55.401618001269526,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1232,29.025257999819587,,0,0,1
RDDM + NB,0.2605263157894737,,64024,23.559375998956966,,0,1,1
CDDM + NB,0.2605263157894737,,8944,63.59092899947427,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1232,27.854519999891636,,0,0,1
RDDM + NB,0.2605263157894737,,63992,21.801144001074135,,0,0,1
CDDM + NB,0.2605263157894737,,8944,51.33360199943127,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1264,26.928090999717824,,0,0,1
RDDM + NB,0.2605263157894737,,63944,21.443435000037425,,0,0,1
CDDM + NB,0.2605263157894737,,8944,49.61262700089719,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,28.612935000637663,,0,0,1
RDDM + NB,0.2605263157894737,,63976,24.377065999942715,,0,2,1
CDDM + NB,0.2605263157894737,,8944,57.75217799964594,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,27.9894819996116,,0,0,1
RDDM + NB,0.2605263157894737,,64024,23.83212000131607,,0,1,1
CDDM + NB,0.2605263157894737,,8944,56.411823999951594,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1232,27.000128999134176,,0,0,1
RDDM + NB,0.2605263157894737,,64024,22.027521999916644,,0,1,1
CDDM + NB,0.2605263157894737,,8944,50.1001049997285,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,27.65501100111578,,0,0,1
RDDM + NB,0.2605263157894737,,64024,21.456619000673527,,0,1,1
CDDM + NB,0.2605263157894737,,8944,63.668250000773696,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,27.056314000219572,,0,0,1
RDDM + NB,0.2605263157894737,,64088,25.35860999887518,,0,1,1
CDDM + NB,0.2605263157894737,,8944,55.50691799908236,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1264,27.949486999204964,,0,0,1
RDDM + NB,0.2605263157894737,,64024,21.811660999446758,,0,2,1
CDDM + NB,0.2605263157894737,,8944,52.56713600101648,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1264,28.357218001474394,,0,0,1
RDDM + NB,0.2605263157894737,,63992,23.193818000436295,,0,0,1
CDDM + NB,0.2605263157894737,,8944,53.6658080000052,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,27.62295199863729,,0,0,1
RDDM + NB,0.2605263157894737,,63992,22.031862999938312,,0,0,1
CDDM + NB,0.2605263157894737,,8944,49.715306999132736,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1264,28.34442899984424,,0,0,1
RDDM + NB,0.2605263157894737,,63992,22.749374998966232,,0,0,1
CDDM + NB,0.2605263157894737,,8944,53.665766999984044,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1264,28.801477999877534,,0,0,1
RDDM + NB,0.2605263157894737,,63992,24.10964199953014,,0,0,1
CDDM + NB,0.2605263157894737,,8944,54.9523390000104,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,29.18652399966959,,0,0,1
RDDM + NB,0.2605263157894737,,63992,23.12007100044866,,0,0,1
CDDM + NB,0.2605263157894737,,8944,50.97122400002263,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,27.256633999058977,,0,0,1
RDDM + NB,0.2605263157894737,,63992,22.114516999863554,,0,0,1
CDDM + NB,0.2605263157894737,,8944,51.50421899998037,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1232,27.03741799996351,,0,0,1
RDDM + NB,0.2605263157894737,,64024,25.60086700032116,,0,1,1
CDDM + NB,0.2605263157894737,,8944,63.27299300028244,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,28.007679000438657,,0,0,1
RDDM + NB,0.2605263157894737,,63944,23.750255000777543,,0,0,1
CDDM + NB,0.2605263157894737,,8944,50.997190999623854,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,27.114428999993834,,0,0,1
RDDM + NB,0.2605263157894737,,63992,21.025751999331987,,0,0,1
CDDM + NB,0.2605263157894737,,8944,49.7392849993048,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1296,32.85881300143956,,0,0,1
RDDM + NB,0.2605263157894737,,64024,24.386084000070696,,0,1,1
CDDM + NB,0.2605263157894737,,8944,55.36432099870581,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1264,27.3947509995196,,0,0,1
RDDM + NB,0.2605263157894737,,63992,22.085299000536907,,0,0,1
CDDM + NB,0.2605263157894737,,8944,50.20269299893698,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1200,27.037421999921207,,0,0,1
RDDM + NB,0.2605263157894737,,63992,21.935479000603664,,0,0,1
CDDM + NB,0.2605263157894737,,8944,48.90535000049567,,0,0,1
HDDM_A_test + NB,0.2605263157894737,,1264,26.99460600160819,,0,0,1
RDDM + NB,0.2605263157894737,,64024,27.574067000387004,,0,1,1
CDDM + NB,0.3126315789473684,,8944,50.19794899999397,,0,0,1
HDDM_A_test + NB,0.3126315789473684,,1296,27.25236600053904,,0,0,1
RDDM + NB,0.3126315789473684,,63992,21.33950399911555,,0,0,1
CDDM + NB,0.3126315789473684,,8944,49.63015199973597,,0,0,1
HDDM_A_test + NB,0.3126315789473684,,1264,28.678939001110848,,0,0,1
RDDM + NB,0.3126315789473684,,64056,21.61469800012128,,0,0,1
CDDM + NB,0.3126315789473684,,8944,49.543882998477784,,0,0,1
HDDM_A_test + NB,0.3126315789473684,,1264,29.358648000197718,,0,0,1
RDDM + NB,0.3126315789473684,,64024,22.870119999424787,,0,1,1
CDDM + NB,0.3126315789473684,,8944,50.40006299896049,,0,0,1
HDDM_A_test + NB,0.3126315789473684,,1264,26.931746999252937,,0,0,1
RDDM + NB,0.3126315789473684,,64024,21.339806999094435,,0,1,1
CDDM + NB,0.3126315789473684,,8944,49.43051900045248,,0,0,1
HDDM_A_test + NB,0.3126315789473684,,1296,27.483603998916806,,0,0,1
RDDM + NB,0.3126315789473684,,64024,21.413254999060882,,0,1,1
CDDM + NB,0.3126315789473684,,8944,49.76822899880062,,0,0,1
HDDM_A_test + NB,0.3126315789473684,,1264,27.319048000208568,,0,0,1
