Experiment,Memory,Runtime,Detection delay,TP,FP,FN,Parameter
EDDM,1472.0,34.76910400058841,,0.0,4.0,0.0,0.3126315789473684
EWMA,960.0,40.25176099821692,,0.0,7.0,0.0,0.3126315789473684
FHDDM,1744.0,36.10429499894963,,0.0,0.0,0.0,0.3126315789473684
FHDDMS,1920.0,56.153892997826915,,0.0,0.0,0.0,0.3126315789473684
FHDDMS.add,1224.0,40.01062899988028,,0.0,0.0,0.0,0.3126315789473684
HDDM.A.test,1264.0,51.625079999212176,,0.0,1.0,0.0,0.3126315789473684
HDDM.W.test,2520.0,51.57179999878281,,0.0,0.0,0.0,0.3126315789473684
MDDM.A.100,1976.0,107.56314300306258,,0.0,0.0,0.0,0.3126315789473684
MDDM.E.100,1968.0,79.63410400043358,,0.0,0.0,0.0,0.3126315789473684
MDDM.G.100,1968.0,85.77446999697713,,0.0,0.0,0.0,0.3126315789473684
NO_DETECTION,320.0,32.96404499997152,,0.0,0.0,0.0,0.3126315789473684
PageHinkley,960.0,35.77315099755651,,0.0,0.0,0.0,0.3126315789473684
RDDM,63992.0,39.82921699935105,,0.0,2.0,0.0,0.3126315789473684
SeqDrift2,30272.0,45.23715299728792,,0.0,1.0,0.0,0.3126315789473684
ADWIN,6552.0,64.99983100002282,,0.0,1.0,0.0,0.3126315789473684
BWAF,1024.0,99.90955499961274,,0.0,1.0,0.0,0.3126315789473684
CDDM,8944.0,94.54317600102513,,0.0,0.0,0.0,0.3126315789473684
CUSUM,880.0,49.59843100004946,,0.0,0.0,0.0,0.3126315789473684
DDM,904.0,36.964787999750115,,0.0,3.0,0.0,0.3126315789473684
EDDM,1472.0,34.168211997894105,,0.0,3.0,0.0,0.3126315789473684
EWMA,960.0,40.55064700150979,,0.0,5.0,0.0,0.3126315789473684
FHDDM,1744.0,36.04661699864664,,0.0,0.0,0.0,0.3126315789473684
FHDDMS,1920.0,55.464884997491026,,0.0,0.0,0.0,0.3126315789473684
FHDDMS.add,1224.0,39.410311001120135,,0.0,0.0,0.0,0.3126315789473684
HDDM.A.test,1264.0,51.32318500182009,,0.0,0.0,0.0,0.3126315789473684
HDDM.W.test,2520.0,51.092454999889014,,0.0,0.0,0.0,0.3126315789473684
MDDM.A.100,1976.0,107.29088600055547,,0.0,0.0,0.0,0.3126315789473684
MDDM.E.100,1968.0,65.59584799833829,,0.0,0.0,0.0,0.3126315789473684
MDDM.G.100,1968.0,69.52393099709298,,0.0,0.0,0.0,0.3126315789473684
NO_DETECTION,320.0,32.8198950010119,,0.0,0.0,0.0,0.3126315789473684
PageHinkley,960.0,36.0136089984735,,0.0,0.0,0.0,0.3126315789473684
RDDM,64088.0,40.933938002126524,,0.0,1.0,0.0,0.3126315789473684
SeqDrift2,30272.0,46.13876900111791,,0.0,1.0,0.0,0.3126315789473684
ADWIN,6520.0,65.7052870010375,,0.0,1.0,0.0,0.3126315789473684
BWAF,1024.0,111.04255399914109,,0.0,2.0,0.0,0.3126315789473684
CDDM,8944.0,92.45979899787926,,0.0,0.0,0.0,0.3126315789473684
CUSUM,880.0,36.82448199833743,,0.0,1.0,0.0,0.3126315789473684
DDM,904.0,38.18859099919791,,0.0,2.0,0.0,0.3126315789473684
EDDM,1472.0,35.129256000800524,,0.0,3.0,0.0,0.3126315789473684
EWMA,856.0,40.39013999863528,,0.0,5.0,0.0,0.3126315789473684
FHDDM,1744.0,35.52670599674457,,0.0,0.0,0.0,0.3126315789473684
FHDDMS,1920.0,52.719720002642134,,0.0,0.0,0.0,0.3126315789473684
FHDDMS.add,1224.0,40.028397997957654,,0.0,0.0,0.0,0.3126315789473684
HDDM.A.test,1264.0,50.91020299732918,,0.0,1.0,0.0,0.3126315789473684
HDDM.W.test,2520.0,53.21477400138974,,0.0,0.0,0.0,0.3126315789473684
MDDM.A.100,1976.0,91.21020800012047,,0.0,0.0,0.0,0.3126315789473684
MDDM.E.100,1968.0,67.06152400147403,,0.0,0.0,0.0,0.3126315789473684
MDDM.G.100,1968.0,69.74379599705571,,0.0,0.0,0.0,0.3126315789473684
NO_DETECTION,320.0,33.20650500245392,,0.0,0.0,0.0,0.3126315789473684
PageHinkley,960.0,35.0826860012603,,0.0,0.0,0.0,0.3126315789473684
RDDM,64024.0,52.00361300012446,,0.0,2.0,0.0,0.3126315789473684
SeqDrift2,30272.0,54.55873600294581,,0.0,1.0,0.0,0.3126315789473684
ADWIN,5920.0,65.24497999998857,,0.0,1.0,0.0,0.36473684210526314
BWAF,1024.0,99.03019400007906,,0.0,2.0,0.0,0.36473684210526314
CDDM,8944.0,92.34775400182116,,0.0,0.0,0.0,0.36473684210526314
CUSUM,880.0,37.179538998316275,,0.0,0.0,0.0,0.36473684210526314
DDM,904.0,37.16952099784976,,0.0,0.0,0.0,0.36473684210526314
EDDM,1472.0,35.20811999987927,,0.0,4.0,0.0,0.36473684210526314
EWMA,960.0,40.513397001632256,,0.0,5.0,0.0,0.36473684210526314
FHDDM,1744.0,42.68990499986103,,0.0,0.0,0.0,0.36473684210526314
FHDDMS,1920.0,55.54230000052485,,0.0,0.0,0.0,0.36473684210526314
FHDDMS.add,1224.0,40.42764499899931,,0.0,0.0,0.0,0.36473684210526314
HDDM.A.test,1264.0,51.205424999352545,,0.0,0.0,0.0,0.36473684210526314
HDDM.W.test,2520.0,52.68776500088279,,0.0,0.0,0.0,0.36473684210526314
MDDM.A.100,1976.0,90.61112799827242,,0.0,0.0,0.0,0.36473684210526314
MDDM.E.100,1968.0,66.49750499855145,,0.0,0.0,0.0,0.36473684210526314
MDDM.G.100,1968.0,69.91418600227917,,0.0,0.0,0.0,0.36473684210526314
NO_DETECTION,320.0,33.406541999283945,,0.0,0.0,0.0,0.36473684210526314
PageHinkley,960.0,36.05295799934538,,0.0,0.0,0.0,0.36473684210526314
RDDM,64024.0,39.76753399911104,,0.0,2.0,0.0,0.36473684210526314
SeqDrift2,70240.0,46.13723700094852,,0.0,0.0,0.0,0.36473684210526314
ADWIN,7168.0,65.90294300258392,,0.0,0.0,0.0,0.36473684210526314
BWAF,1024.0,100.7596499985084,,0.0,2.0,0.0,0.36473684210526314
CDDM,8944.0,92.8103190017282,,0.0,0.0,0.0,0.36473684210526314
CUSUM,880.0,44.71791299874894,,0.0,1.0,0.0,0.36473684210526314
DDM,904.0,37.05522500240477,,0.0,1.0,0.0,0.36473684210526314
EDDM,1472.0,34.97107599832816,,0.0,6.0,0.0,0.36473684210526314
EWMA,960.0,39.25854300177889,,0.0,3.0,0.0,0.36473684210526314
FHDDM,1744.0,35.7417439990968,,0.0,0.0,0.0,0.36473684210526314
FHDDMS,1920.0,51.291040999785764,,0.0,0.0,0.0,0.36473684210526314
FHDDMS.add,1224.0,40.52185299951816,,0.0,0.0,0.0,0.36473684210526314
HDDM.A.test,1264.0,51.13524799890001,,0.0,0.0,0.0,0.36473684210526314
HDDM.W.test,2520.0,53.31680200106348,,0.0,0.0,0.0,0.36473684210526314
MDDM.A.100,1976.0,107.56643599961535,,0.0,0.0,0.0,0.36473684210526314
MDDM.E.100,1968.0,81.24207400032901,,0.0,0.0,0.0,0.36473684210526314
MDDM.G.100,1968.0,85.70481200149516,,0.0,0.0,0.0,0.36473684210526314
NO_DETECTION,320.0,34.484383002563845,,0.0,0.0,0.0,0.36473684210526314
PageHinkley,960.0,35.430758998700185,,0.0,0.0,0.0,0.36473684210526314
RDDM,63992.0,40.78520999973989,,0.0,2.0,0.0,0.36473684210526314
SeqDrift2,70240.0,46.22367899719393,,0.0,0.0,0.0,0.36473684210526314
ADWIN,7232.0,66.499823002232,,0.0,0.0,0.0,0.36473684210526314
BWAF,1024.0,98.83776199785643,,0.0,1.0,0.0,0.36473684210526314
CDDM,8944.0,92.17882099983399,,0.0,0.0,0.0,0.36473684210526314
CUSUM,880.0,47.34396099956939,,0.0,0.0,0.0,0.36473684210526314
DDM,904.0,37.34546399937244,,0.0,1.0,0.0,0.36473684210526314
EDDM,1440.0,35.09176099760225,,0.0,3.0,0.0,0.36473684210526314
EWMA,960.0,40.48569500082522,,0.0,3.0,0.0,0.36473684210526314
FHDDM,1744.0,36.40146199904848,,0.0,0.0,0.0,0.36473684210526314
FHDDMS,1920.0,55.32934299844783,,0.0,0.0,0.0,0.36473684210526314
FHDDMS.add,1224.0,39.54044900092413,,0.0,0.0,0.0,0.36473684210526314
HDDM.A.test,1264.0,51.66332800217788,,0.0,0.0,0.0,0.36473684210526314
HDDM.W.test,2520.0,52.092126999923494,,0.0,0.0,0.0,0.36473684210526314
MDDM.A.100,1976.0,104.06337400127086,,0.0,0.0,0.0,0.36473684210526314
MDDM.E.100,1968.0,66.11168600284145,,0.0,0.0,0.0,0.36473684210526314
MDDM.G.100,1968.0,69.38454000191996,,0.0,0.0,0.0,0.36473684210526314
NO_DETECTION,320.0,33.17337899716222,,0.0,0.0,0.0,0.36473684210526314
PageHinkley,960.0,36.46528000172111,,0.0,0.0,0.0,0.36473684210526314
RDDM,64024.0,41.82907799986424,,0.0,1.0,0.0,0.36473684210526314
SeqDrift2,70240.0,45.619335996889276,,0.0,0.0,0.0,0.36473684210526314
ADWIN,7144.0,65.64906400308246,,0.0,0.0,0.0,0.36473684210526314
BWAF,1024.0,114.36806300116586,,0.0,4.0,0.0,0.36473684210526314
CDDM,8944.0,93.96802199989907,,0.0,0.0,0.0,0.36473684210526314
CUSUM,880.0,37.50586800015299,,0.0,0.0,0.0,0.36473684210526314
DDM,904.0,40.98491499826196,,0.0,0.0,0.0,0.36473684210526314
EDDM,1472.0,36.70754699851386,,0.0,5.0,0.0,0.36473684210526314
EWMA,960.0,43.600265998975374,,0.0,4.0,0.0,0.36473684210526314
FHDDM,1744.0,39.95393099830835,,0.0,0.0,0.0,0.36473684210526314
FHDDMS,1920.0,54.286441998556256,,0.0,0.0,0.0,0.36473684210526314
FHDDMS.add,1224.0,49.39672100226744,,0.0,0.0,0.0,0.36473684210526314
HDDM.A.test,1264.0,52.55895399750443,,0.0,0.0,0.0,0.36473684210526314
HDDM.W.test,2520.0,53.15195699949982,,0.0,0.0,0.0,0.36473684210526314
MDDM.A.100,1976.0,101.60318999987794,,0.0,0.0,0.0,0.36473684210526314
MDDM.E.100,1968.0,77.19967999946675,,0.0,0.0,0.0,0.36473684210526314
MDDM.G.100,1968.0,73.52533400262473,,0.0,0.0,0.0,0.36473684210526314
NO_DETECTION,320.0,35.75781599647598,,0.0,0.0,0.0,0.36473684210526314
PageHinkley,960.0,44.479607000539545,,0.0,0.0,0.0,0.36473684210526314
RDDM,64024.0,42.81672199795139,,0.0,2.0,0.0,0.36473684210526314
SeqDrift2,70240.0,49.07156699846382,,0.0,0.0,0.0,0.36473684210526314
ADWIN,7208.0,70.87003799824743,,0.0,0.0,0.0,0.36473684210526314
BWAF,1024.0,103.92908200083184,,0.0,1.0,0.0,0.36473684210526314
CDDM,8944.0,104.72283299895935,,0.0,0.0,0.0,0.36473684210526314
CUSUM,880.0,42.265219999535475,,0.0,0.0,0.0,0.36473684210526314
DDM,904.0,39.89396899851272,,0.0,1.0,0.0,0.36473684210526314
EDDM,1472.0,38.20668700063834,,0.0,6.0,0.0,0.36473684210526314
EWMA,960.0,44.668110997008625,,0.0,4.0,0.0,0.36473684210526314
FHDDM,1744.0,40.81441100061056,,0.0,0.0,0.0,0.36473684210526314
FHDDMS,1920.0,55.03238199889893,,0.0,0.0,0.0,0.36473684210526314
FHDDMS.add,1224.0,39.591881999513134,,0.0,0.0,0.0,0.36473684210526314
HDDM.A.test,1264.0,57.3640360016725,,0.0,0.0,0.0,0.36473684210526314
HDDM.W.test,2520.0,55.81373000313761,,0.0,0.0,0.0,0.36473684210526314
MDDM.A.100,1976.0,101.70949700113852,,0.0,0.0,0.0,0.36473684210526314
MDDM.E.100,1968.0,68.51117699989118,,0.0,0.0,0.0,0.36473684210526314
MDDM.G.100,1968.0,76.29819700014195,,0.0,0.0,0.0,0.36473684210526314
NO_DETECTION,320.0,33.41483999975026,,0.0,0.0,0.0,0.36473684210526314
PageHinkley,960.0,35.63197499897797,,0.0,0.0,0.0,0.36473684210526314
RDDM,64024.0,40.76994800198008,,0.0,1.0,0.0,0.36473684210526314
SeqDrift2,70240.0,45.769262000249,,0.0,0.0,0.0,0.36473684210526314
ADWIN,7136.0,65.94602900077007,,0.0,0.0,0.0,0.36473684210526314
BWAF,1024.0,115.59235499953502,,0.0,2.0,0.0,0.36473684210526314
CDDM,8944.0,94.58152300067013,,0.0,0.0,0.0,0.36473684210526314
CUSUM,880.0,36.66085100121563,,0.0,0.0,0.0,0.36473684210526314
DDM,904.0,37.19434099912178,,0.0,1.0,0.0,0.36473684210526314
EDDM,1472.0,35.41086000041105,,0.0,4.0,0.0,0.36473684210526314
EWMA,960.0,41.93931800182327,,0.0,5.0,0.0,0.36473684210526314
FHDDM,1744.0,36.7357630020706,,0.0,0.0,0.0,0.36473684210526314
FHDDMS,1920.0,52.88192199805053,,0.0,0.0,0.0,0.36473684210526314
FHDDMS.add,1224.0,39.76533500099322,,0.0,0.0,0.0,0.36473684210526314
HDDM.A.test,1264.0,63.47004399867728,,0.0,0.0,0.0,0.36473684210526314
HDDM.W.test,2520.0,63.52590299866279,,0.0,0.0,0.0,0.36473684210526314
MDDM.A.100,1976.0,128.95299699812313,,0.0,0.0,0.0,0.36473684210526314
MDDM.E.100,1968.0,76.36410100167268,,0.0,0.0,0.0,0.36473684210526314
MDDM.G.100,1968.0,69.5057490011095,,0.0,0.0,0.0,0.36473684210526314
NO_DETECTION,320.0,34.647522999875946,,0.0,0.0,0.0,0.36473684210526314
PageHinkley,960.0,36.28199499871698,,0.0,0.0,0.0,0.36473684210526314
RDDM,63976.0,43.96691099827876,,0.0,2.0,0.0,0.36473684210526314
SeqDrift2,70240.0,50.54308100079652,,0.0,0.0,0.0,0.36473684210526314
ADWIN,7136.0,67.65095199807547,,0.0,0.0,0.0,0.36473684210526314
BWAF,1024.0,103.27630000028876,,0.0,1.0,0.0,0.36473684210526314
CDDM,8944.0,103.61964099865872,,0.0,0.0,0.0,0.36473684210526314
CUSUM,880.0,37.94126299908385,,0.0,0.0,0.0,0.36473684210526314
DDM,904.0,39.118952001444995,,0.0,2.0,0.0,0.36473684210526314
EDDM,1472.0,36.26596899994183,,0.0,4.0,0.0,0.36473684210526314
EWMA,960.0,42.44978899805574,,0.0,5.0,0.0,0.36473684210526314
FHDDM,1744.0,39.54115099986666,,0.0,0.0,0.0,0.36473684210526314
FHDDMS,1920.0,56.04675599897746,,0.0,0.0,0.0,0.36473684210526314
FHDDMS.add,1224.0,41.57435700108181,,0.0,0.0,0.0,0.36473684210526314
HDDM.A.test,1296.0,51.918151999416295,,0.0,0.0,0.0,0.36473684210526314
HDDM.W.test,2520.0,57.634120999864535,,0.0,0.0,0.0,0.36473684210526314
MDDM.A.100,1976.0,91.90245599893387,,0.0,0.0,0.0,0.36473684210526314
MDDM.E.100,1968.0,68.30369599992991,,0.0,0.0,0.0,0.36473684210526314
MDDM.G.100,1968.0,79.52713499980746,,0.0,0.0,0.0,0.36473684210526314
NO_DETECTION,320.0,33.2185949991981,,0.0,0.0,0.0,0.36473684210526314
PageHinkley,960.0,45.030762998067075,,0.0,0.0,0.0,0.36473684210526314
RDDM,64024.0,45.95792399777565,,0.0,3.0,0.0,0.36473684210526314
SeqDrift2,70240.0,44.99125800066395,,0.0,0.0,0.0,0.36473684210526314
ADWIN,7176.0,65.91458899856661,,0.0,0.0,0.0,0.36473684210526314
BWAF,1024.0,101.38542300046538,,0.0,2.0,0.0,0.36473684210526314
CDDM,8944.0,102.30728600072325,,0.0,0.0,0.0,0.36473684210526314
CUSUM,880.0,45.559776001027785,,0.0,0.0,0.0,0.36473684210526314
DDM,904.0,39.668194000114454,,0.0,1.0,0.0,0.36473684210526314
EDDM,1472.0,36.299866002082126,,0.0,6.0,0.0,0.36473684210526314
EWMA,960.0,41.47661399838398,,0.0,4.0,0.0,0.36473684210526314
FHDDM,1744.0,37.64031999889994,,0.0,0.0,0.0,0.36473684210526314
FHDDMS,1920.0,51.7570580013853,,0.0,0.0,0.0,0.36473684210526314
FHDDMS.add,1224.0,39.26904000036302,,0.0,0.0,0.0,0.36473684210526314
HDDM.A.test,1296.0,51.575329998740926,,0.0,0.0,0.0,0.36473684210526314
HDDM.W.test,2520.0,54.989716001728084,,0.0,0.0,0.0,0.36473684210526314
MDDM.A.100,1976.0,90.32511300029,,0.0,0.0,0.0,0.36473684210526314
MDDM.E.100,1968.0,65.19052799922065,,0.0,0.0,0.0,0.36473684210526314
MDDM.G.100,1968.0,68.09843700102647,,0.0,0.0,0.0,0.36473684210526314
NO_DETECTION,320.0,32.601351998891914,,0.0,0.0,0.0,0.36473684210526314
PageHinkley,960.0,35.230752000643406,,0.0,0.0,0.0,0.36473684210526314
RDDM,64024.0,39.75187000105507,,0.0,1.0,0.0,0.36473684210526314
SeqDrift2,70240.0,47.603055001673056,,0.0,0.0,0.0,0.36473684210526314
ADWIN,7080.0,65.78327299939701,,0.0,0.0,0.0,0.36473684210526314
BWAF,1024.0,113.94565099908505,,0.0,3.0,0.0,0.36473684210526314
CDDM,8944.0,97.32036000059452,,0.0,0.0,0.0,0.36473684210526314
CUSUM,880.0,38.392618000216316,,0.0,0.0,0.0,0.36473684210526314
DDM,904.0,38.84805499910726,,0.0,1.0,0.0,0.36473684210526314
EDDM,1472.0,35.724713998206425,,0.0,3.0,0.0,0.36473684210526314
EWMA,960.0,40.29074199934257,,0.0,4.0,0.0,0.36473684210526314
FHDDM,1744.0,36.18119999737246,,0.0,0.0,0.0,0.36473684210526314
FHDDMS,1920.0,51.531976998376194,,0.0,0.0,0.0,0.36473684210526314
FHDDMS.add,1224.0,43.94235300060245,,0.0,0.0,0.0,0.36473684210526314
HDDM.A.test,1264.0,51.77701000138768,,0.0,0.0,0.0,0.36473684210526314
HDDM.W.test,2520.0,52.37596400183975,,0.0,0.0,0.0,0.36473684210526314
MDDM.A.100,1976.0,90.66155799882836,,0.0,0.0,0.0,0.36473684210526314
MDDM.E.100,1968.0,69.27837100010947,,0.0,0.0,0.0,0.36473684210526314
MDDM.G.100,1968.0,73.00411600226653,,0.0,0.0,0.0,0.36473684210526314
NO_DETECTION,320.0,35.40926099958597,,0.0,0.0,0.0,0.36473684210526314
PageHinkley,960.0,35.604013999545714,,0.0,0.0,0.0,0.36473684210526314
RDDM,63976.0,49.77016900011222,,0.0,1.0,0.0,0.36473684210526314
SeqDrift2,70240.0,46.17300799873192,,0.0,0.0,0.0,0.36473684210526314
ADWIN,7264.0,65.6367319970741,,0.0,0.0,0.0,0.36473684210526314
BWAF,1024.0,100.2584689995274,,0.0,4.0,0.0,0.36473684210526314
CDDM,8944.0,92.87987499919836,,0.0,0.0,0.0,0.36473684210526314
CUSUM,880.0,36.0083380001015,,0.0,0.0,0.0,0.36473684210526314
DDM,904.0,37.597725000523496,,0.0,1.0,0.0,0.36473684210526314
EDDM,1472.0,34.03868000168586,,0.0,6.0,0.0,0.36473684210526314
EWMA,960.0,53.99050599953625,,0.0,6.0,0.0,0.36473684210526314
FHDDM,1744.0,43.58873599994695,,0.0,0.0,0.0,0.36473684210526314
FHDDMS,1920.0,54.57484900034615,,0.0,0.0,0.0,0.36473684210526314
FHDDMS.add,1224.0,39.93108500071685,,0.0,0.0,0.0,0.36473684210526314
HDDM.A.test,1264.0,50.37087099844939,,0.0,0.0,0.0,0.36473684210526314
HDDM.W.test,2520.0,53.390725999634014,,0.0,0.0,0.0,0.36473684210526314
MDDM.A.100,1976.0,89.34794100059662,,0.0,0.0,0.0,0.36473684210526314
MDDM.E.100,1968.0,65.94845400104532,,0.0,0.0,0.0,0.36473684210526314
MDDM.G.100,1968.0,68.95762500062119,,0.0,0.0,0.0,0.36473684210526314
NO_DETECTION,320.0,45.462674999726005,,0.0,0.0,0.0,0.36473684210526314
PageHinkley,960.0,47.48113000096055,,0.0,0.0,0.0,0.36473684210526314
RDDM,64024.0,39.70176200164133,,0.0,1.0,0.0,0.36473684210526314
SeqDrift2,70240.0,45.23619999963557,,0.0,0.0,0.0,0.36473684210526314
ADWIN,7136.0,66.43070300196996,,0.0,0.0,0.0,0.4168421052631579
BWAF,1024.0,100.3508680005325,,0.0,2.0,0.0,0.4168421052631579
CDDM,8944.0,94.6464320004452,,0.0,0.0,0.0,0.4168421052631579
CUSUM,880.0,36.208975998306414,,0.0,0.0,0.0,0.4168421052631579
DDM,904.0,37.27197999978671,,0.0,0.0,0.0,0.4168421052631579
EDDM,1472.0,40.50751599788782,,0.0,2.0,0.0,0.4168421052631579
EWMA,960.0,40.804764998028986,,0.0,4.0,0.0,0.4168421052631579
FHDDM,1744.0,35.52462199877482,,0.0,0.0,0.0,0.4168421052631579
FHDDMS,1920.0,54.570653999689966,,0.0,0.0,0.0,0.4168421052631579
FHDDMS.add,1224.0,40.67078299704008,,0.0,0.0,0.0,0.4168421052631579
HDDM.A.test,1296.0,52.838277999399,,0.0,0.0,0.0,0.4168421052631579
HDDM.W.test,2520.0,52.220765999663854,,0.0,0.0,0.0,0.4168421052631579
MDDM.A.100,1976.0,90.59455099850311,,0.0,0.0,0.0,0.4168421052631579
MDDM.E.100,1968.0,73.52919899858534,,0.0,0.0,0.0,0.4168421052631579
MDDM.G.100,1968.0,70.42770000043674,,0.0,0.0,0.0,0.4168421052631579
NO_DETECTION,320.0,33.270068997808266,,0.0,0.0,0.0,0.4168421052631579
PageHinkley,960.0,37.27630499997758,,0.0,0.0,0.0,0.4168421052631579
RDDM,64024.0,43.2529079989763,,0.0,1.0,0.0,0.4168421052631579
SeqDrift2,70240.0,46.976540001196554,,0.0,0.0,0.0,0.4168421052631579
ADWIN,7104.0,66.72267600151827,,0.0,0.0,0.0,0.4168421052631579
BWAF,1024.0,100.7085540004482,,0.0,2.0,0.0,0.4168421052631579
CDDM,8944.0,98.37716699985322,,0.0,0.0,0.0,0.4168421052631579
CUSUM,880.0,35.75569299937342,,0.0,0.0,0.0,0.4168421052631579
DDM,904.0,38.40867100007017,,0.0,0.0,0.0,0.4168421052631579
EDDM,1472.0,34.68721800163621,,0.0,4.0,0.0,0.4168421052631579
EWMA,960.0,45.58763200111571,,0.0,6.0,0.0,0.4168421052631579
FHDDM,1744.0,40.25105199980317,,0.0,0.0,0.0,0.4168421052631579
FHDDMS,1920.0,54.70143300044583,,0.0,0.0,0.0,0.4168421052631579
FHDDMS.add,1224.0,40.11112100124592,,0.0,0.0,0.0,0.4168421052631579
HDDM.A.test,1264.0,61.89214099867968,,0.0,0.0,0.0,0.4168421052631579
HDDM.W.test,2520.0,52.30349299745285,,0.0,0.0,0.0,0.4168421052631579
MDDM.A.100,1976.0,90.44834900123533,,0.0,0.0,0.0,0.4168421052631579
MDDM.E.100,1968.0,70.64475799779757,,0.0,0.0,0.0,0.4168421052631579
MDDM.G.100,1968.0,72.92873700134805,,0.0,0.0,0.0,0.4168421052631579
NO_DETECTION,320.0,34.5079610015091,,0.0,0.0,0.0,0.4168421052631579
PageHinkley,960.0,37.29574799945112,,0.0,0.0,0.0,0.4168421052631579
RDDM,64088.0,42.33803399984026,,0.0,0.0,0.0,0.4168421052631579
SeqDrift2,70240.0,57.30059000052279,,0.0,0.0,0.0,0.4168421052631579
ADWIN,7136.0,79.6743509999942,,0.0,0.0,0.0,0.4168421052631579
BWAF,1024.0,102.48424900055397,,0.0,3.0,0.0,0.4168421052631579
CDDM,8944.0,97.36996499850648,,0.0,0.0,0.0,0.4168421052631579
CUSUM,880.0,38.68770900226082,,0.0,0.0,0.0,0.4168421052631579
DDM,904.0,38.69940399818006,,0.0,0.0,0.0,0.4168421052631579
EDDM,1472.0,34.30330600167508,,0.0,4.0,0.0,0.4168421052631579
EWMA,960.0,41.48458300187485,,0.0,3.0,0.0,0.4168421052631579
FHDDM,1744.0,35.51477899964084,,0.0,0.0,0.0,0.4168421052631579
FHDDMS,1920.0,62.867425000149524,,0.0,0.0,0.0,0.4168421052631579
FHDDMS.add,1224.0,50.16436799996882,,0.0,0.0,0.0,0.4168421052631579
HDDM.A.test,1296.0,51.26794999887352,,0.0,0.0,0.0,0.4168421052631579
HDDM.W.test,2520.0,53.62069100010558,,0.0,0.0,0.0,0.4168421052631579
MDDM.A.100,1976.0,90.69785899919225,,0.0,0.0,0.0,0.4168421052631579
MDDM.E.100,1968.0,66.72057800096809,,0.0,0.0,0.0,0.4168421052631579
MDDM.G.100,1968.0,70.76982199941995,,0.0,0.0,0.0,0.4168421052631579
NO_DETECTION,320.0,33.75216700078454,,0.0,0.0,0.0,0.4168421052631579
PageHinkley,960.0,35.530969998944784,,0.0,0.0,0.0,0.4168421052631579
RDDM,64024.0,41.44751200146857,,0.0,1.0,0.0,0.4168421052631579
SeqDrift2,70240.0,59.621966000122484,,0.0,0.0,0.0,0.4168421052631579
ADWIN,7104.0,66.25846799943247,,0.0,0.0,0.0,0.4168421052631579
BWAF,1024.0,102.63123799813911,,0.0,2.0,0.0,0.4168421052631579
CDDM,8944.0,96.36985600081971,,0.0,0.0,0.0,0.4168421052631579
CUSUM,880.0,39.30137399947853,,0.0,0.0,0.0,0.4168421052631579
DDM,856.0,40.77638699891395,,0.0,1.0,0.0,0.4168421052631579
EDDM,1472.0,35.509495002770564,,0.0,6.0,0.0,0.4168421052631579
EWMA,960.0,53.15290900034597,,0.0,4.0,0.0,0.4168421052631579
FHDDM,1744.0,41.28456499893218,,0.0,0.0,0.0,0.4168421052631579
FHDDMS,1920.0,58.590003001881996,,0.0,0.0,0.0,0.4168421052631579
FHDDMS.add,1224.0,59.72145000123419,,0.0,0.0,0.0,0.4168421052631579
HDDM.A.test,1264.0,60.30616399948485,,0.0,0.0,0.0,0.4168421052631579
HDDM.W.test,2520.0,73.28443199730827,,0.0,0.0,0.0,0.4168421052631579
MDDM.A.100,1976.0,134.98771999729797,,0.0,0.0,0.0,0.4168421052631579
MDDM.E.100,1968.0,96.46682499806047,,0.0,0.0,0.0,0.4168421052631579
MDDM.G.100,1968.0,87.0952129989746,,0.0,0.0,0.0,0.4168421052631579
NO_DETECTION,320.0,42.06969100050628,,0.0,0.0,0.0,0.4168421052631579
PageHinkley,960.0,63.164773000607966,,0.0,0.0,0.0,0.4168421052631579
RDDM,64024.0,63.85659499937901,,0.0,3.0,0.0,0.4168421052631579
SeqDrift2,70240.0,57.84749600206851,,0.0,0.0,0.0,0.4168421052631579
ADWIN,7168.0,109.27552200155333,,0.0,0.0,0.0,0.4168421052631579
BWAF,1024.0,111.36894000082975,,0.0,1.0,0.0,0.4168421052631579
CDDM,8944.0,93.82433000064339,,0.0,0.0,0.0,0.4168421052631579
CUSUM,880.0,41.22486100095557,,0.0,0.0,0.0,0.4168421052631579
DDM,904.0,41.78468199825147,,0.0,0.0,0.0,0.4168421052631579
EDDM,1472.0,36.01273099775426,,0.0,3.0,0.0,0.4168421052631579
EWMA,928.0,42.03012099969783,,0.0,6.0,0.0,0.4168421052631579
FHDDM,1744.0,38.813911996840034,,0.0,0.0,0.0,0.4168421052631579
FHDDMS,1920.0,60.32750899976236,,0.0,0.0,0.0,0.4168421052631579
FHDDMS.add,1224.0,41.26134800026193,,0.0,0.0,0.0,0.4168421052631579
HDDM.A.test,1264.0,52.70924099750118,,0.0,0.0,0.0,0.4168421052631579
HDDM.W.test,2520.0,51.61745400255313,,0.0,0.0,0.0,0.4168421052631579
MDDM.A.100,1976.0,101.89755600003991,,0.0,0.0,0.0,0.4168421052631579
MDDM.E.100,1968.0,72.7139820010052,,0.0,0.0,0.0,0.4168421052631579
MDDM.G.100,1968.0,80.72767699923133,,0.0,0.0,0.0,0.4168421052631579
NO_DETECTION,320.0,33.58074000061606,,0.0,0.0,0.0,0.4168421052631579
