Experiment,Parameter,Outcome,Memory,Runtime,Detection delay,TP,FP,FN
DDM,0.46894736842105267,,904.0,37.89692299687886,32.0,1.0,0.0,0.0
EDDM,0.46894736842105267,,1472.0,34.259363001183374,23.0,1.0,3.0,0.0
EWMA,0.46894736842105267,,960.0,41.496163001284,4.0,1.0,3.0,0.0
FHDDM,0.46894736842105267,,1744.0,38.363440999091836,60.0,1.0,0.0,0.0
FHDDMS,0.46894736842105267,,1920.0,50.59283599985065,37.0,1.0,0.0,0.0
FHDDMS.add,0.46894736842105267,,1224.0,40.96433800077648,74.0,1.0,0.0,0.0
HDDM.A.test,0.46894736842105267,,1232.0,50.78118399978848,40.0,1.0,0.0,0.0
HDDM.W.test,0.46894736842105267,,2472.0,53.44912600048701,37.0,1.0,0.0,0.0
MDDM.A.100,0.46894736842105267,,1976.0,87.65767400109326,30.0,1.0,0.0,0.0
MDDM.E.100,0.46894736842105267,,1968.0,63.959030998375965,24.0,1.0,0.0,0.0
MDDM.G.100,0.46894736842105267,,1968.0,68.06351300110691,45.0,1.0,0.0,0.0
NO_DETECTION,0.46894736842105267,,320.0,33.975285001361044,255.0,0.0,0.0,1.0
PageHinkley,0.46894736842105267,,960.0,35.182498999347445,183.0,1.0,0.0,0.0
RDDM,0.46894736842105267,,64024.0,50.3251869995438,26.0,1.0,1.0,0.0
SeqDrift2,0.46894736842105267,,30272.0,44.96488800214138,199.0,1.0,0.0,0.0
ADWIN,0.46894736842105267,,6600.0,64.92956800138927,55.0,1.0,0.0,0.0
BWAF,0.46894736842105267,,1024.0,100.44356399885146,10.0,1.0,0.0,0.0
CDDM,0.46894736842105267,,8944.0,91.57608500026981,106.0,1.0,0.0,0.0
CUSUM,0.46894736842105267,,880.0,36.18836800160352,159.0,1.0,0.0,0.0
DDM,0.46894736842105267,,904.0,37.84292399723199,44.0,1.0,0.0,0.0
EDDM,0.46894736842105267,,1440.0,33.96378900288255,19.0,1.0,4.0,0.0
EWMA,0.46894736842105267,,960.0,54.89182600285858,10.0,1.0,3.0,0.0
FHDDM,0.46894736842105267,,1744.0,36.67809300168301,58.0,1.0,0.0,0.0
FHDDMS,0.46894736842105267,,1920.0,50.114076999307144,73.0,1.0,0.0,0.0
FHDDMS.add,0.46894736842105267,,1224.0,39.44814600254176,99.0,1.0,0.0,0.0
HDDM.A.test,0.46894736842105267,,1232.0,51.233236998086795,85.0,1.0,0.0,0.0
HDDM.W.test,0.46894736842105267,,2520.0,54.62046699904022,109.0,1.0,0.0,0.0
MDDM.A.100,0.46894736842105267,,1976.0,88.03400499891723,45.0,1.0,0.0,0.0
MDDM.E.100,0.46894736842105267,,1968.0,63.92115699782153,62.0,1.0,0.0,0.0
MDDM.G.100,0.46894736842105267,,1968.0,82.23899400036316,54.0,1.0,0.0,0.0
NO_DETECTION,0.46894736842105267,,320.0,44.595177001610864,255.0,0.0,0.0,1.0
PageHinkley,0.46894736842105267,,960.0,47.35312100092415,219.0,1.0,0.0,0.0
RDDM,0.46894736842105267,,64024.0,40.77488899929449,22.0,1.0,1.0,0.0
SeqDrift2,0.46894736842105267,,30272.0,45.46379300154513,199.0,1.0,0.0,0.0
ADWIN,0.46894736842105267,,6536.0,65.5183050002961,55.0,1.0,0.0,0.0
BWAF,0.46894736842105267,,1024.0,98.74617500099703,7.0,1.0,0.0,0.0
CDDM,0.46894736842105267,,8944.0,92.3980469997332,115.0,1.0,0.0,0.0
CUSUM,0.46894736842105267,,880.0,35.83090299798641,183.0,1.0,0.0,0.0
DDM,0.46894736842105267,,904.0,37.395336003100965,52.0,1.0,1.0,0.0
EDDM,0.46894736842105267,,1472.0,42.427010001119925,12.0,1.0,4.0,0.0
EWMA,0.46894736842105267,,960.0,40.26093399806996,8.0,1.0,4.0,0.0
FHDDM,0.46894736842105267,,1744.0,35.981551998702344,49.0,1.0,0.0,0.0
FHDDMS,0.46894736842105267,,1920.0,50.88111299846787,76.0,1.0,0.0,0.0
FHDDMS.add,0.46894736842105267,,1224.0,45.223624001664575,74.0,1.0,0.0,0.0
HDDM.A.test,0.46894736842105267,,1296.0,52.87540399876889,17.0,1.0,0.0,0.0
HDDM.W.test,0.46894736842105267,,2520.0,57.87551699904725,41.0,1.0,0.0,0.0
MDDM.A.100,0.46894736842105267,,1976.0,87.798449996626,49.0,1.0,0.0,0.0
MDDM.E.100,0.46894736842105267,,1968.0,78.64765900012571,35.0,1.0,0.0,0.0
MDDM.G.100,0.46894736842105267,,1968.0,82.60192699890467,71.0,1.0,0.0,0.0
NO_DETECTION,0.46894736842105267,,320.0,33.39094199691317,255.0,0.0,0.0,1.0
PageHinkley,0.46894736842105267,,960.0,35.44380300081684,168.0,1.0,0.0,0.0
RDDM,0.46894736842105267,,64024.0,39.374954998493195,255.0,0.0,2.0,1.0
SeqDrift2,0.46894736842105267,,30272.0,44.99665900220862,199.0,1.0,0.0,0.0
ADWIN,0.46894736842105267,,6600.0,64.24756300111767,55.0,1.0,0.0,0.0
BWAF,0.46894736842105267,,1024.0,99.29588999875705,21.0,1.0,0.0,0.0
CDDM,0.46894736842105267,,8944.0,93.84608400068828,89.0,1.0,0.0,0.0
CUSUM,0.46894736842105267,,880.0,49.24121799922432,142.0,1.0,0.0,0.0
DDM,0.46894736842105267,,904.0,38.12437200031127,196.0,1.0,0.0,0.0
EDDM,0.46894736842105267,,1472.0,35.5146190013329,58.0,1.0,3.0,0.0
EWMA,0.46894736842105267,,960.0,40.77437900195946,63.0,1.0,6.0,0.0
FHDDM,0.46894736842105267,,1744.0,36.634214000514476,85.0,1.0,0.0,0.0
FHDDMS,0.46894736842105267,,1920.0,54.02492600114783,69.0,1.0,0.0,0.0
FHDDMS.add,0.46894736842105267,,1224.0,40.44446700208937,74.0,1.0,0.0,0.0
HDDM.A.test,0.46894736842105267,,1264.0,51.26567999832332,53.0,1.0,0.0,0.0
HDDM.W.test,0.46894736842105267,,2520.0,52.65271800089977,15.0,1.0,0.0,0.0
MDDM.A.100,0.46894736842105267,,1976.0,102.41837899957318,51.0,1.0,0.0,0.0
MDDM.E.100,0.46894736842105267,,1968.0,64.30522400114569,49.0,1.0,0.0,0.0
MDDM.G.100,0.46894736842105267,,1968.0,66.53121799899964,50.0,1.0,0.0,0.0
NO_DETECTION,0.46894736842105267,,320.0,32.72323800047161,255.0,0.0,0.0,1.0
PageHinkley,0.46894736842105267,,960.0,36.21391900014714,255.0,0.0,1.0,1.0
RDDM,0.46894736842105267,,64024.0,39.35496700069052,38.0,1.0,1.0,0.0
SeqDrift2,0.46894736842105267,,30272.0,45.78425399813568,199.0,1.0,0.0,0.0
ADWIN,0.46894736842105267,,6504.0,65.19407300220337,55.0,1.0,0.0,0.0
BWAF,0.46894736842105267,,1024.0,109.20047300169244,255.0,0.0,3.0,1.0
CDDM,0.46894736842105267,,8944.0,103.04316800102242,118.0,1.0,0.0,0.0
CUSUM,0.46894736842105267,,880.0,35.26905400212854,137.0,1.0,0.0,0.0
DDM,0.46894736842105267,,904.0,36.57826400012709,14.0,1.0,1.0,0.0
EDDM,0.46894736842105267,,1472.0,33.73244000249542,33.0,1.0,4.0,0.0
EWMA,0.46894736842105267,,960.0,40.18971500045154,1.0,1.0,6.0,0.0
FHDDM,0.46894736842105267,,1744.0,36.909446000208845,72.0,1.0,0.0,0.0
FHDDMS,0.46894736842105267,,1920.0,51.40529599884758,69.0,1.0,0.0,0.0
FHDDMS.add,0.46894736842105267,,1224.0,39.729528998577734,74.0,1.0,0.0,0.0
HDDM.A.test,0.46894736842105267,,1264.0,49.94937000083155,46.0,1.0,0.0,0.0
HDDM.W.test,0.46894736842105267,,2520.0,65.15905299966107,40.0,1.0,0.0,0.0
MDDM.A.100,0.46894736842105267,,1976.0,88.43510699807666,34.0,1.0,0.0,0.0
MDDM.E.100,0.46894736842105267,,1968.0,65.0517009999021,31.0,1.0,0.0,0.0
MDDM.G.100,0.46894736842105267,,1968.0,68.45526500183041,30.0,1.0,0.0,0.0
NO_DETECTION,0.46894736842105267,,320.0,33.20032800183981,255.0,0.0,0.0,1.0
PageHinkley,0.46894736842105267,,960.0,36.02620500168996,185.0,1.0,0.0,0.0
RDDM,0.46894736842105267,,64024.0,39.638723003008636,41.0,1.0,0.0,0.0
SeqDrift2,0.46894736842105267,,30272.0,45.06262799986871,199.0,1.0,0.0,0.0
ADWIN,0.46894736842105267,,6560.0,75.50031500068144,55.0,1.0,0.0,0.0
BWAF,0.46894736842105267,,1024.0,114.23468499924638,4.0,1.0,2.0,0.0
CDDM,0.46894736842105267,,8944.0,93.50131300016074,86.0,1.0,0.0,0.0
CUSUM,0.46894736842105267,,880.0,36.16658499959158,161.0,1.0,0.0,0.0
DDM,0.46894736842105267,,904.0,37.51505600303062,59.0,1.0,1.0,0.0
EDDM,0.46894736842105267,,1472.0,34.985116002644645,21.0,1.0,2.0,0.0
EWMA,0.46894736842105267,,960.0,39.678353001363575,10.0,1.0,3.0,0.0
FHDDM,0.46894736842105267,,1744.0,36.58207599801244,53.0,1.0,0.0,0.0
FHDDMS,0.46894736842105267,,1920.0,51.16863600051147,60.0,1.0,0.0,0.0
FHDDMS.add,0.46894736842105267,,1224.0,39.31086400189088,99.0,1.0,0.0,0.0
HDDM.A.test,0.46894736842105267,,1232.0,56.18654200225137,109.0,1.0,0.0,0.0
HDDM.W.test,0.46894736842105267,,2520.0,52.67867400107207,19.0,1.0,0.0,0.0
MDDM.A.100,0.46894736842105267,,1976.0,87.93649500148604,82.0,1.0,0.0,0.0
MDDM.E.100,0.46894736842105267,,1968.0,63.47525200180826,70.0,1.0,0.0,0.0
MDDM.G.100,0.46894736842105267,,1968.0,67.19366499964963,25.0,1.0,0.0,0.0
NO_DETECTION,0.46894736842105267,,320.0,35.52245499668061,255.0,0.0,0.0,1.0
PageHinkley,0.46894736842105267,,960.0,35.29326900024898,236.0,1.0,0.0,0.0
RDDM,0.46894736842105267,,64024.0,40.23618599967449,21.0,1.0,0.0,0.0
SeqDrift2,0.46894736842105267,,30272.0,45.099230999767315,199.0,1.0,0.0,0.0
ADWIN,0.46894736842105267,,6632.0,79.62751399827539,55.0,1.0,0.0,0.0
BWAF,0.46894736842105267,,1024.0,101.16965699853608,7.0,1.0,4.0,0.0
CDDM,0.46894736842105267,,8944.0,91.29053500146256,86.0,1.0,0.0,0.0
CUSUM,0.46894736842105267,,880.0,36.157321999780834,176.0,1.0,0.0,0.0
DDM,0.46894736842105267,,904.0,36.8293370011088,44.0,1.0,1.0,0.0
EDDM,0.46894736842105267,,1472.0,33.87315299914917,38.0,1.0,2.0,0.0
EWMA,0.46894736842105267,,960.0,41.01092099881498,28.0,1.0,6.0,0.0
FHDDM,0.46894736842105267,,1744.0,35.4832709999755,97.0,1.0,0.0,0.0
FHDDMS,0.46894736842105267,,1920.0,53.18297100166092,32.0,1.0,0.0,0.0
FHDDMS.add,0.46894736842105267,,1224.0,39.4110820016067,74.0,1.0,0.0,0.0
HDDM.A.test,0.46894736842105267,,1296.0,49.99641200265614,31.0,1.0,0.0,0.0
HDDM.W.test,0.46894736842105267,,2520.0,52.14893700031098,31.0,1.0,0.0,0.0
MDDM.A.100,0.46894736842105267,,1976.0,88.35049299887032,56.0,1.0,0.0,0.0
MDDM.E.100,0.46894736842105267,,1968.0,64.4260109984316,34.0,1.0,0.0,0.0
MDDM.G.100,0.46894736842105267,,1968.0,67.47624599665869,53.0,1.0,0.0,0.0
NO_DETECTION,0.46894736842105267,,320.0,33.886027998960344,255.0,0.0,0.0,1.0
PageHinkley,0.46894736842105267,,960.0,38.77605100205983,255.0,0.0,1.0,1.0
RDDM,0.46894736842105267,,64024.0,39.304296999034705,50.0,1.0,1.0,0.0
SeqDrift2,0.46894736842105267,,30272.0,45.38777400011895,199.0,1.0,0.0,0.0
ADWIN,0.46894736842105267,,6512.0,65.34500300040236,23.0,1.0,0.0,0.0
BWAF,0.46894736842105267,,1024.0,111.4595899998676,10.0,1.0,2.0,0.0
CDDM,0.46894736842105267,,8944.0,93.51523399891448,132.0,1.0,0.0,0.0
CUSUM,0.46894736842105267,,880.0,36.661975998868,157.0,1.0,0.0,0.0
DDM,0.46894736842105267,,904.0,38.15382700122427,57.0,1.0,1.0,0.0
EDDM,0.46894736842105267,,1472.0,47.07157899974845,44.0,1.0,5.0,0.0
EWMA,0.46894736842105267,,960.0,40.50165599983302,1.0,1.0,4.0,0.0
FHDDM,0.46894736842105267,,1744.0,36.25584399924264,59.0,1.0,0.0,0.0
FHDDMS,0.46894736842105267,,1920.0,52.46746999910101,22.0,1.0,0.0,0.0
FHDDMS.add,0.46894736842105267,,1224.0,40.1442299989867,74.0,1.0,0.0,0.0
HDDM.A.test,0.46894736842105267,,1264.0,51.26619799921173,35.0,1.0,0.0,0.0
HDDM.W.test,0.46894736842105267,,2520.0,57.05580999710946,29.0,1.0,0.0,0.0
MDDM.A.100,0.46894736842105267,,1976.0,88.31597499738564,79.0,1.0,0.0,0.0
MDDM.E.100,0.46894736842105267,,1968.0,73.75962499645539,36.0,1.0,0.0,0.0
MDDM.G.100,0.46894736842105267,,1968.0,68.7455229999614,45.0,1.0,0.0,0.0
NO_DETECTION,0.46894736842105267,,320.0,33.37765299875173,255.0,0.0,0.0,1.0
PageHinkley,0.46894736842105267,,960.0,35.93302099761786,217.0,1.0,0.0,0.0
RDDM,0.46894736842105267,,63976.0,39.66027999922517,13.0,1.0,0.0,0.0
SeqDrift2,0.46894736842105267,,30272.0,46.05873800028348,199.0,1.0,0.0,0.0
ADWIN,0.5210526315789474,,6568.0,66.18858100046054,55.0,1.0,0.0,0.0
BWAF,0.5210526315789474,,1024.0,99.45418599818368,16.0,1.0,3.0,0.0
CDDM,0.5210526315789474,,8944.0,97.52275699793245,119.0,1.0,0.0,0.0
CUSUM,0.5210526315789474,,880.0,36.0476749992813,188.0,1.0,0.0,0.0
DDM,0.5210526315789474,,904.0,37.607386002491694,36.0,1.0,0.0,0.0
EDDM,0.5210526315789474,,1472.0,34.51110500100185,58.0,1.0,1.0,0.0
EWMA,0.5210526315789474,,960.0,40.674531999684405,113.0,1.0,3.0,0.0
FHDDM,0.5210526315789474,,1744.0,36.06665200277348,125.0,1.0,0.0,0.0
FHDDMS,0.5210526315789474,,1920.0,53.35845199806499,80.0,1.0,0.0,0.0
FHDDMS.add,0.5210526315789474,,1224.0,40.77504299857537,99.0,1.0,0.0,0.0
HDDM.A.test,0.5210526315789474,,1296.0,60.16714799989131,53.0,1.0,0.0,0.0
HDDM.W.test,0.5210526315789474,,2520.0,64.27786399945035,100.0,1.0,0.0,0.0
MDDM.A.100,0.5210526315789474,,1976.0,104.28400599994347,59.0,1.0,0.0,0.0
MDDM.E.100,0.5210526315789474,,1968.0,64.72522499825573,56.0,1.0,0.0,0.0
MDDM.G.100,0.5210526315789474,,1968.0,68.55192500006524,83.0,1.0,0.0,0.0
NO_DETECTION,0.5210526315789474,,320.0,33.353508999425685,255.0,0.0,0.0,1.0
PageHinkley,0.5210526315789474,,960.0,35.56435900100041,255.0,0.0,1.0,1.0
RDDM,0.5210526315789474,,64024.0,39.98431299987715,17.0,1.0,0.0,0.0
SeqDrift2,0.5210526315789474,,30272.0,46.55640999772004,199.0,1.0,0.0,0.0
ADWIN,0.5210526315789474,,6600.0,65.79380200128071,55.0,1.0,0.0,0.0
BWAF,0.5210526315789474,,1024.0,109.82271800094168,8.0,1.0,2.0,0.0
CDDM,0.5210526315789474,,8944.0,102.26122699896223,143.0,1.0,0.0,0.0
CUSUM,0.5210526315789474,,880.0,35.69311699902755,114.0,1.0,0.0,0.0
DDM,0.5210526315789474,,904.0,37.08122899843147,82.0,1.0,2.0,0.0
EDDM,0.5210526315789474,,1472.0,34.21602299931692,82.0,1.0,5.0,0.0
EWMA,0.5210526315789474,,960.0,40.30219999913243,70.0,1.0,4.0,0.0
FHDDM,0.5210526315789474,,1744.0,35.504810002748854,81.0,1.0,0.0,0.0
FHDDMS,0.5210526315789474,,1920.0,50.53731400039396,24.0,1.0,0.0,0.0
FHDDMS.add,0.5210526315789474,,1224.0,40.30930699809687,99.0,1.0,0.0,0.0
HDDM.A.test,0.5210526315789474,,1232.0,52.999455998360645,43.0,1.0,0.0,0.0
HDDM.W.test,0.5210526315789474,,2520.0,52.06273000294459,62.0,1.0,0.0,0.0
MDDM.A.100,0.5210526315789474,,1976.0,87.87697499792557,53.0,1.0,0.0,0.0
MDDM.E.100,0.5210526315789474,,1968.0,64.65322599979118,64.0,1.0,0.0,0.0
MDDM.G.100,0.5210526315789474,,1968.0,67.1726900000067,84.0,1.0,0.0,0.0
NO_DETECTION,0.5210526315789474,,320.0,32.52112500194926,255.0,0.0,0.0,1.0
PageHinkley,0.5210526315789474,,960.0,34.7193800007517,255.0,0.0,1.0,1.0
RDDM,0.5210526315789474,,64024.0,39.4658180011902,35.0,1.0,0.0,0.0
SeqDrift2,0.5210526315789474,,30272.0,58.03012300020782,199.0,1.0,0.0,0.0
ADWIN,0.5210526315789474,,6480.0,66.12752200089744,87.0,1.0,0.0,0.0
BWAF,0.5210526315789474,,1024.0,100.47343699989142,255.0,0.0,2.0,1.0
CDDM,0.5210526315789474,,8944.0,91.5792399973725,104.0,1.0,0.0,0.0
CUSUM,0.5210526315789474,,880.0,36.61427699989872,202.0,1.0,0.0,0.0
DDM,0.5210526315789474,,904.0,37.238631997752236,125.0,1.0,0.0,0.0
EDDM,0.5210526315789474,,1472.0,34.140009000111604,80.0,1.0,2.0,0.0
EWMA,0.5210526315789474,,960.0,40.132116999302525,21.0,1.0,4.0,0.0
FHDDM,0.5210526315789474,,1744.0,49.27017999943928,69.0,1.0,0.0,0.0
FHDDMS,0.5210526315789474,,1920.0,62.100901999656344,65.0,1.0,0.0,0.0
FHDDMS.add,0.5210526315789474,,1224.0,50.76339500010363,99.0,1.0,0.0,0.0
HDDM.A.test,0.5210526315789474,,1264.0,62.12731400228222,65.0,1.0,0.0,0.0
HDDM.W.test,0.5210526315789474,,2520.0,64.25247600054718,41.0,1.0,0.0,0.0
MDDM.A.100,0.5210526315789474,,1976.0,87.48161200128379,82.0,1.0,0.0,0.0
MDDM.E.100,0.5210526315789474,,1968.0,64.29011400177842,72.0,1.0,0.0,0.0
MDDM.G.100,0.5210526315789474,,1968.0,67.64831200052868,67.0,1.0,0.0,0.0
NO_DETECTION,0.5210526315789474,,320.0,32.63609499845188,255.0,0.0,0.0,1.0
PageHinkley,0.5210526315789474,,960.0,35.34904800108052,255.0,0.0,1.0,1.0
RDDM,0.5210526315789474,,63976.0,39.50171600081376,28.0,1.0,0.0,0.0
SeqDrift2,0.5210526315789474,,30272.0,45.76738600007957,199.0,1.0,0.0,0.0
ADWIN,0.5210526315789474,,6568.0,76.6100259970699,55.0,1.0,0.0,0.0
BWAF,0.5210526315789474,,1024.0,113.6117349997221,5.0,1.0,3.0,0.0
CDDM,0.5210526315789474,,8944.0,94.42405099980533,124.0,1.0,0.0,0.0
CUSUM,0.5210526315789474,,880.0,36.32452999954694,191.0,1.0,0.0,0.0
DDM,0.5210526315789474,,904.0,37.16423100195243,49.0,1.0,2.0,0.0
EDDM,0.5210526315789474,,1472.0,34.02827299942146,32.0,1.0,3.0,0.0
EWMA,0.5210526315789474,,960.0,40.796778001094935,20.0,1.0,5.0,0.0
FHDDM,0.5210526315789474,,1744.0,35.723453998798504,95.0,1.0,0.0,0.0
FHDDMS,0.5210526315789474,,1920.0,50.709582999843406,76.0,1.0,0.0,0.0
FHDDMS.add,0.5210526315789474,,1224.0,40.517536999686854,99.0,1.0,0.0,0.0
HDDM.A.test,0.5210526315789474,,1264.0,61.61220500143827,110.0,1.0,0.0,0.0
HDDM.W.test,0.5210526315789474,,2520.0,63.026810999872396,62.0,1.0,0.0,0.0
MDDM.A.100,0.5210526315789474,,1976.0,99.44599300069967,46.0,1.0,0.0,0.0
MDDM.E.100,0.5210526315789474,,1968.0,63.09323399909772,44.0,1.0,0.0,0.0
MDDM.G.100,0.5210526315789474,,1968.0,66.87019099990721,64.0,1.0,0.0,0.0
NO_DETECTION,0.5210526315789474,,320.0,33.347975000651786,255.0,0.0,0.0,1.0
PageHinkley,0.5210526315789474,,960.0,35.37360800328315,195.0,1.0,0.0,0.0
RDDM,0.5210526315789474,,64088.0,39.7975360028795,19.0,1.0,0.0,0.0
SeqDrift2,0.5210526315789474,,30272.0,45.61486400052672,199.0,1.0,0.0,0.0
ADWIN,0.5210526315789474,,6480.0,65.11420699825976,87.0,1.0,0.0,0.0
BWAF,0.5210526315789474,,1024.0,111.06213399762055,22.0,1.0,0.0,0.0
CDDM,0.5210526315789474,,8944.0,125.70444900120492,117.0,1.0,0.0,0.0
CUSUM,0.5210526315789474,,880.0,35.93916099998751,166.0,1.0,0.0,0.0
DDM,0.5210526315789474,,904.0,37.08680100316997,85.0,1.0,1.0,0.0
EDDM,0.5210526315789474,,1408.0,33.95552499932819,12.0,1.0,5.0,0.0
EWMA,0.5210526315789474,,960.0,40.08610999881057,46.0,1.0,3.0,0.0
FHDDM,0.5210526315789474,,1744.0,37.261205001414055,82.0,1.0,0.0,0.0
FHDDMS,0.5210526315789474,,1920.0,54.211197999393335,92.0,1.0,0.0,0.0
FHDDMS.add,0.5210526315789474,,1224.0,40.38105799918412,99.0,1.0,0.0,0.0
HDDM.A.test,0.5210526315789474,,1264.0,51.14938899714616,91.0,1.0,0.0,0.0
HDDM.W.test,0.5210526315789474,,2520.0,58.190228999592364,65.0,1.0,0.0,0.0
MDDM.A.100,0.5210526315789474,,1976.0,105.51905900138081,75.0,1.0,0.0,0.0
MDDM.E.100,0.5210526315789474,,1968.0,79.34470100008184,77.0,1.0,0.0,0.0
MDDM.G.100,0.5210526315789474,,1968.0,68.61085399941658,36.0,1.0,0.0,0.0
NO_DETECTION,0.5210526315789474,,320.0,33.33718900103122,255.0,0.0,0.0,1.0
PageHinkley,0.5210526315789474,,960.0,35.46427499895799,255.0,0.0,1.0,1.0
RDDM,0.5210526315789474,,64024.0,39.53537499910453,68.0,1.0,0.0,0.0
SeqDrift2,0.5210526315789474,,30272.0,45.583020997582935,199.0,1.0,0.0,0.0
ADWIN,0.5210526315789474,,6568.0,65.58261400277843,55.0,1.0,0.0,0.0
BWAF,0.5210526315789474,,1024.0,99.4513330006157,27.0,1.0,2.0,0.0
CDDM,0.5210526315789474,,8944.0,117.12067800181103,153.0,1.0,0.0,0.0
CUSUM,0.5210526315789474,,880.0,35.69239499847754,179.0,1.0,0.0,0.0
DDM,0.5210526315789474,,904.0,37.79414700329653,83.0,1.0,1.0,0.0
EDDM,0.5210526315789474,,1472.0,33.68711700022686,38.0,1.0,6.0,0.0
EWMA,0.5210526315789474,,960.0,41.86395700162393,1.0,1.0,3.0,0.0
FHDDM,0.5210526315789474,,1744.0,36.597614001948386,68.0,1.0,0.0,0.0
FHDDMS,0.5210526315789474,,1920.0,51.751792001596186,82.0,1.0,0.0,0.0
FHDDMS.add,0.5210526315789474,,1224.0,40.5996250010503,74.0,1.0,0.0,0.0
HDDM.A.test,0.5210526315789474,,1264.0,51.02280200298992,27.0,1.0,0.0,0.0
HDDM.W.test,0.5210526315789474,,2520.0,65.87982500059297,24.0,1.0,0.0,0.0
MDDM.A.100,0.5210526315789474,,1976.0,87.4111829980393,65.0,1.0,0.0,0.0
MDDM.E.100,0.5210526315789474,,1968.0,65.44788599785534,41.0,1.0,0.0,0.0
MDDM.G.100,0.5210526315789474,,1968.0,68.0498540023109,90.0,1.0,0.0,0.0
NO_DETECTION,0.5210526315789474,,320.0,34.281997999642044,255.0,0.0,0.0,1.0
PageHinkley,0.5210526315789474,,960.0,35.07289099798072,255.0,0.0,1.0,1.0
RDDM,0.5210526315789474,,64024.0,39.80906000288087,39.0,1.0,1.0,0.0
SeqDrift2,0.5210526315789474,,30272.0,45.241531002830015,199.0,1.0,0.0,0.0
ADWIN,0.5210526315789474,,6504.0,76.56848699843977,55.0,1.0,0.0,0.0
BWAF,0.5210526315789474,,1024.0,99.37053600151557,9.0,1.0,2.0,0.0
CDDM,0.5210526315789474,,8944.0,93.23799599951599,95.0,1.0,0.0,0.0
CUSUM,0.5210526315789474,,880.0,35.93910000199685,255.0,0.0,1.0,1.0
DDM,0.5210526315789474,,904.0,37.18290100005106,48.0,1.0,1.0,0.0
EDDM,0.5210526315789474,,1472.0,34.06236999944667,15.0,1.0,5.0,0.0
EWMA,0.5210526315789474,,960.0,41.072943997278344,14.0,1.0,5.0,0.0
FHDDM,0.5210526315789474,,1744.0,36.131190998276,63.0,1.0,0.0,0.0
FHDDMS,0.5210526315789474,,1920.0,63.87096400067094,71.0,1.0,0.0,0.0
FHDDMS.add,0.5210526315789474,,1224.0,50.41396200249437,74.0,1.0,0.0,0.0
HDDM.A.test,0.5210526315789474,,1296.0,51.71209099717089,136.0,1.0,0.0,0.0
HDDM.W.test,0.5210526315789474,,2520.0,53.108333002455765,32.0,1.0,0.0,0.0
MDDM.A.100,0.5210526315789474,,1976.0,88.66610199766001,56.0,1.0,0.0,0.0
MDDM.E.100,0.5210526315789474,,1968.0,64.42472400158294,84.0,1.0,0.0,0.0
MDDM.G.100,0.5210526315789474,,1968.0,68.25952800136292,112.0,1.0,0.0,0.0
NO_DETECTION,0.5210526315789474,,320.0,32.88752699882025,255.0,0.0,0.0,1.0
PageHinkley,0.5210526315789474,,960.0,35.50081999856047,255.0,0.0,1.0,1.0
RDDM,0.5210526315789474,,64024.0,52.643121998698916,17.0,1.0,0.0,0.0
SeqDrift2,0.5210526315789474,,30272.0,45.93658099838649,199.0,1.0,0.0,0.0
ADWIN,0.5210526315789474,,6512.0,65.80825700075366,87.0,1.0,0.0,0.0
BWAF,0.5210526315789474,,1024.0,99.55961400191882,26.0,1.0,3.0,0.0
CDDM,0.5210526315789474,,8944.0,94.35176399711054,132.0,1.0,0.0,0.0
CUSUM,0.5210526315789474,,880.0,36.133851997874444,162.0,1.0,0.0,0.0
DDM,0.5210526315789474,,904.0,36.48111099755624,65.0,1.0,0.0,0.0
EDDM,0.5210526315789474,,1472.0,36.114695998548996,31.0,1.0,5.0,0.0
EWMA,0.5210526315789474,,960.0,52.01861699970323,7.0,1.0,2.0,0.0
FHDDM,0.5210526315789474,,1744.0,48.51960900123231,101.0,1.0,0.0,0.0
FHDDMS,0.5210526315789474,,1920.0,52.39452999740024,38.0,1.0,0.0,0.0
FHDDMS.add,0.5210526315789474,,1224.0,40.051256997685414,74.0,1.0,0.0,0.0
HDDM.A.test,0.5210526315789474,,1296.0,50.23498000082327,13.0,1.0,0.0,0.0
HDDM.W.test,0.5210526315789474,,2520.0,52.81399399973452,68.0,1.0,0.0,0.0
MDDM.A.100,0.5210526315789474,,1976.0,88.13518100214424,89.0,1.0,0.0,0.0
MDDM.E.100,0.5210526315789474,,1968.0,65.17343500308925,66.0,1.0,0.0,0.0
MDDM.G.100,0.5210526315789474,,1968.0,67.36796300174319,57.0,1.0,0.0,0.0
NO_DETECTION,0.5210526315789474,,320.0,45.47638599979109,255.0,0.0,0.0,1.0
PageHinkley,0.5210526315789474,,960.0,47.69666799984407,236.0,1.0,0.0,0.0
RDDM,0.5210526315789474,,64024.0,40.021385000727605,37.0,1.0,1.0,0.0
SeqDrift2,0.5210526315789474,,30272.0,45.667015001527034,199.0,1.0,0.0,0.0
ADWIN,0.5210526315789474,,6536.0,65.22839599711006,87.0,1.0,0.0,0.0
BWAF,0.5210526315789474,,1024.0,99.40547200312722,5.0,1.0,0.0,0.0
CDDM,0.5210526315789474,,8944.0,93.29049900043174,121.0,1.0,0.0,0.0
CUSUM,0.5210526315789474,,880.0,36.04959699805477,193.0,1.0,0.0,0.0
DDM,0.5210526315789474,,904.0,38.0330080006388,225.0,1.0,1.0,0.0
